,latitude,longitude,closest_station
2535,51.510845,-0.23522,"['Upminster', 754.289]"
2536,51.481658,-0.222057,"['Barons Court', 1137.303]"
2537,51.490284,-0.211166,"['Barons Court', 179.943]"
2538,51.51035,-0.226261,"['White City', 235.331]"
2539,51.471706,-0.191573,"['Chesham', 786.74]"
2540,51.50266,-0.24421,"['Stamford Brook', 841.809]"
2541,51.509986,-0.226139,"['White City', 231.404]"
2542,51.48156,-0.212731,"['Barons Court', 912.361]"
2543,51.505907,-0.231564,"[""Shepherd's Bush (H)"", 329.374]"
2544,51.509403,-0.244614,"['East Acton', 1022.341]"
2545,51.491912,-0.243341,"['Stamford Brook', 409.582]"
2546,51.474327,-0.209746,"['Putney Bridge', 620.359]"
2547,51.479645,-0.209955,"['Parsons Green', 749.859]"
2548,51.469015,-0.188006,"['Chesham', 1111.266]"
2549,51.508121,-0.230278,"[""Shepherd's Bush (H)"", 390.237]"
2550,51.50213,-0.223325,"['Upminster', 430.707]"
2551,51.470864,-0.189655,"['Chesham', 911.502]"
2552,51.504067,-0.241375,"['Stamford Brook', 986.899]"
2553,51.483101,-0.192523,"['Chesham', 584.898]"
2554,51.490141,-0.205381,"['West Kensington', 153.005]"
2555,51.475016,-0.184332,"['Fulham Broadway', 918.339]"
2556,51.485981,-0.19503,"['West Brompton', 264.568]"
2557,51.500805,-0.223606,"['Upminster', 580.211]"
2558,51.476604,-0.201223,"['Parsons Green', 126.437]"
2559,51.504202,-0.235981,"['Goldhawk Road', 689.31]"
2560,51.473888,-0.183131,"['Fulham Broadway', 965.761]"
2561,51.504049,-0.229964,"[""Shepherd's Bush (H)"", 346.341]"
2562,51.50665,-0.23405,"[""Shepherd's Bush (H)"", 397.997]"
2563,51.473868,-0.182779,"['Fulham Broadway', 1067.197]"
2564,51.473733,-0.182237,"['Fulham Broadway', 1255.633]"
2565,51.474767,-0.192651,"['Chesham', 677.47]"
2566,51.473696,-0.201952,"['Parsons Green', 222.613]"
2567,51.486406,-0.195134,"['West Brompton', 235.12]"
2568,51.510937,-0.235265,"['Upminster', 746.905]"
2569,51.470699,-0.190116,"['Chesham', 914.092]"
2570,51.471471,-0.205221,"['Putney Bridge', 354.639]"
2571,51.486406,-0.195134,"['West Brompton', 235.12]"
2572,51.481269,-0.223343,"['Hammersmith', 1144.035]"
2573,51.48051,-0.214866,"['Barons Court', 1051.789]"
2574,51.486713,-0.226516,"['Hammersmith', 681.208]"
2575,51.47607,-0.20659,"['Parsons Green', 464.796]"
2576,51.475502,-0.206585,"['Parsons Green', 424.944]"
2577,51.478562,-0.213195,"['Putney Bridge', 1157.977]"
2578,51.498469,-0.227328,"['Goldhawk Road', 348.738]"
2579,51.476436,-0.216557,"['Putney Bridge', 848.444]"
2580,51.501224,-0.234414,"['Upminster', 482.381]"
2581,51.473423,-0.181343,"['Fulham Broadway', 1107.9]"
2582,51.488926,-0.219416,"['Barons Court', 419.103]"
2583,51.500961,-0.225436,"['Upminster', 558.538]"
2584,51.480571,-0.210538,"['Upminster', 790.542]"
2585,51.475016,-0.184332,"['Fulham Broadway', 918.339]"
2586,51.478578,-0.219317,"['Upminster', 1118.596]"
2587,51.494201,-0.227493,"['Hammersmith', 194.366]"
2588,51.511387,-0.222322,"['White City', 279.113]"
2589,51.511387,-0.222322,"['White City', 279.113]"
2590,51.475124,-0.184516,"['Fulham Broadway', 921.078]"
2591,51.472452,-0.191821,"['Chesham', 727.551]"
2592,51.477953,-0.209195,"['Parsons Green', 698.322]"
2593,51.476482,-0.213639,"['Putney Bridge', 818.094]"
2594,51.51204,-0.225634,"['White City', 117.309]"
2595,51.511387,-0.222322,"['White City', 279.113]"
2596,51.480179,-0.213736,"['Barons Court', 1049.203]"
2597,51.486075,-0.195905,"['West Brompton', 230.648]"
2598,51.494488,-0.230376,"['Upminster', 311.98]"
2599,51.505878,-0.246407,"['Stamford Brook', 1174.686]"
2600,51.506295,-0.23822,"[""Shepherd's Bush (H)"", 617.606]"
2601,51.4743,-0.191299,"['Chesham', 642.099]"
2602,51.489798,-0.220044,"['Upminster', 572.016]"
2603,51.48914,-0.20885,"['West Kensington', 243.553]"
2604,51.486064,-0.203787,"['West Kensington', 474.151]"
2605,51.472232,-0.18823,"['Chesham', 892.687]"
2606,51.509229,-0.228841,"[""Shepherd's Bush (H)"", 389.541]"
2607,51.479645,-0.209955,"['Parsons Green', 749.859]"
2608,51.469347,-0.190263,"['Chesham', 1012.523]"
2609,51.484093,-0.216234,"['Barons Court', 700.13]"
2610,51.494201,-0.227493,"['Hammersmith', 194.366]"
2611,51.494161,-0.227359,"['Hammersmith', 153.421]"
2612,51.473486,-0.18193,"['Fulham Broadway', 1051.642]"
2613,51.485276,-0.21299,"['Barons Court', 509.136]"
2614,51.494201,-0.227493,"['Hammersmith', 194.366]"
2615,51.474975,-0.184253,"['Fulham Broadway', 954.248]"
2616,51.507931,-0.235962,"[""Shepherd's Bush (H)"", 588.96]"
2617,51.511841,-0.222258,"['White City', 311.637]"
2618,51.487032,-0.226201,"['Hammersmith', 652.053]"
2619,51.469764,-0.183158,"['Chesham', 1318.528]"
2620,51.485268,-0.21842,"['Barons Court', 672.599]"
2621,51.485268,-0.21842,"['Barons Court', 672.599]"
2622,51.507303,-0.235905,"[""Shepherd's Bush (H)"", 539.673]"
2623,51.479214,-0.198235,"['Chesham', 450.386]"
2624,51.486805,-0.226462,"['Hammersmith', 678.698]"
2625,51.47443,-0.212933,"['Putney Bridge', 594.727]"
2626,51.48832,-0.226709,"['Hammersmith', 530.963]"
2627,51.474705,-0.206822,"['Parsons Green', 424.434]"
2628,51.502776,-0.222536,"['Upminster', 358.799]"
2629,51.484908,-0.2019,"['West Brompton', 452.832]"
2630,51.467843,-0.206156,"['Putney Bridge', 268.31]"
2631,51.488272,-0.203654,"['West Kensington', 418.929]"
2632,51.469201,-0.198558,"['Parsons Green', 604.616]"
2633,51.485504,-0.202035,"['Chesham', 370.306]"
2634,51.494072,-0.227297,"['Hammersmith', 147.007]"
2635,51.47291,-0.182472,"['Fulham Broadway', 1048.274]"
2636,51.511387,-0.222322,"['White City', 279.113]"
2637,51.511387,-0.222322,"['White City', 279.113]"
2638,51.475855,-0.184582,"['Fulham Broadway', 939.957]"
2639,51.478199,-0.214298,"['Putney Bridge', 1084.507]"
2640,51.495475,-0.22796,"['Hammersmith', 282.797]"
2641,51.493442,-0.217875,"['Upminster', 386.926]"
2642,51.475538,-0.185528,"['Fulham Broadway', 902.385]"
2643,51.479042,-0.204174,"['Parsons Green', 377.374]"
2644,51.475423,-0.184906,"['Fulham Broadway', 908.123]"
2645,51.487442,-0.225316,"['Hammersmith', 645.367]"
2646,51.475423,-0.184906,"['Fulham Broadway', 908.123]"
2647,51.528611,-0.092364,"['Old Street', 339.244]"
2648,51.520962,-0.096624,"['Barbican', 232.352]"
2649,51.554599,-0.093021,"['Arsenal', 862.363]"
2650,51.546001,-0.107968,"['Highbury & Islington', 274.774]"
2651,51.54665,-0.094218,"['Highbury & Islington', 817.267]"
2652,51.527895,-0.091116,"['Old Street', 261.278]"
2653,51.558063,-0.126683,"['Tufnell Park', 533.432]"
2654,51.535927,-0.111589,"['Angel', 648.563]"
2655,51.536464,-0.104416,"['Angel', 526.617]"
2656,51.536422,-0.10428,"['Angel', 519.474]"
2657,51.555324,-0.123521,"['Caledonian Road', 726.837]"
2658,51.523426,-0.112205,"['Chancery Lane', 455.226]"
2659,51.568599,-0.127066,"['Archway', 574.051]"
2660,51.5676,-0.121334,"['Archway', 863.953]"
2661,51.566898,-0.131466,"['Archway', 266.141]"
2662,51.550198,-0.089391,"['Highbury & Islington', 1078.745]"
2663,51.52892,-0.086099,"['Old Street', 323.144]"
2664,51.532804,-0.089892,"['Old Street', 584.088]"
2665,51.567156,-0.126572,"['Archway', 562.429]"
2666,51.524804,-0.103426,"['Farringdon', 500.527]"
2667,51.549383,-0.087,"['Highbury & Islington', 1155.821]"
2668,51.54353,-0.094084,"['Highbury & Islington', 853.606]"
2669,51.562848,-0.094763,"['Manor House', 749.606]"
2670,51.567226,-0.12826,"['Archway', 469.499]"
2671,51.532158,-0.102227,"['Angel', 298.001]"
2672,51.545228,-0.085299,"['Highbury & Islington', 1256.235]"
2673,51.544121,-0.115199,"['Caledonian Road', 429.417]"
2674,51.54202,-0.11493,"['Caledonian Road', 610.072]"
2675,51.530886,-0.082066,"['Old Street', 628.604]"
2676,51.572299,-0.134129,"['Archway', 718.295]"
2677,51.538398,-0.095139,"['Highbury & Islington', 929.101]"
2678,51.5351,-0.099237,"['Angel', 591.356]"
2679,51.556602,-0.101772,"['Arsenal', 385.974]"
2680,51.54734,-0.091283,"['Highbury & Islington', 908.854]"
2681,51.557584,-0.100245,"['Arsenal', 389.901]"
2682,51.52832,-0.082419,"['Old Street', 476.391]"
2683,51.541557,-0.091781,"['Highbury & Islington', 982.459]"
2684,51.560099,-0.121319,"['Holloway Road', 957.707]"
2685,51.556567,-0.105741,"['Arsenal', 190.575]"
2686,51.534701,-0.108064,"['Angel', 416.818]"
2687,51.520966,-0.095646,"['Barbican', 322.262]"
2688,51.525675,-0.09675,"['Barbican', 562.536]"
2689,51.546808,-0.11679,"['Caledonian Road', 149.741]"
2690,51.530906,-0.122865,"[""King's Cross St. Pancras"", 46.907]"
2691,51.546569,-0.104194,"['Highbury & Islington', 443.557]"
2692,51.546332,-0.083522,"['Chesham', 1243.256]"
2693,51.537685,-0.088716,"['Old Street', 1091.975]"
2694,51.529491,-0.102312,"['Angel', 316.499]"
2695,51.562924,-0.105722,"['Finsbury Park', 177.188]"
2696,51.547685,-0.098119,"['Highbury & Islington', 559.398]"
2697,51.532543,-0.10322,"['Angel', 241.404]"
2698,51.530135,-0.097769,"['Angel', 504.375]"
2699,51.563285,-0.124423,"['Archway', 663.862]"
2700,51.562801,-0.09845,"['Finsbury Park', 554.984]"
2701,51.56437,-0.102834,"['Finsbury Park', 275.492]"
2702,51.557821,-0.102125,"['Arsenal', 310.349]"
2703,51.556724,-0.102128,"['Arsenal', 398.408]"
2704,51.555465,-0.09377,"['Arsenal', 833.682]"
2705,51.552123,-0.108464,"['Holloway Road', 490.046]"
2706,51.567761,-0.094554,"['Manor House', 394.662]"
2707,51.567761,-0.094554,"['Manor House', 394.662]"
2708,51.529859,-0.096858,"['Angel', 555.213]"
2709,51.546951,-0.093485,"['Highbury & Islington', 824.71]"
2710,51.571308,-0.089803,"['Manor House', 350.148]"
2711,51.536646,-0.110057,"['Angel', 633.903]"
2712,51.553901,-0.106032,"['Chesham', 502.497]"
2713,51.526304,-0.098362,"['Barbican', 583.3]"
2714,51.538523,-0.093252,"['Highbury & Islington', 995.999]"
2715,51.549548,-0.089344,"['Highbury & Islington', 1039.464]"
2716,51.567773,-0.132001,"['Archway', 256.546]"
2717,51.553893,-0.115216,"['Holloway Road', 235.68]"
2718,51.52958,-0.08985,"['Old Street', 346.319]"
2719,51.52958,-0.08985,"['Old Street', 346.319]"
2720,51.565132,-0.135558,"['Archway', 10.904]"
2721,51.565132,-0.135558,"['Archway', 10.904]"
2722,51.534738,-0.080606,"['Old Street', 947.328]"
2723,51.52958,-0.08985,"['Old Street', 346.319]"
2724,51.529951,-0.103068,"['Angel', 264.07]"
2725,51.541584,-0.079641,"['Old Street', 1589.191]"
2726,51.546787,-0.086531,"['Highbury & Islington', 1098.62]"
2727,51.52958,-0.08985,"['Old Street', 346.319]"
2728,51.52958,-0.08985,"['Old Street', 346.319]"
2729,51.544091,-0.096683,"['Highbury & Islington', 662.455]"
2730,51.54155,-0.11219,"['Chesham', 701.458]"
2731,51.523025,-0.089705,"['Chesham', 422.455]"
2732,51.523025,-0.089705,"['Chesham', 422.455]"
2733,51.523025,-0.089705,"['Chesham', 422.455]"
2734,51.5685,-0.119855,"['Finsbury Park', 1040.323]"
2735,51.52958,-0.08985,"['Old Street', 346.319]"
2736,51.52958,-0.08985,"['Old Street', 346.319]"
2737,51.565132,-0.135558,"['Archway', 10.904]"
2738,51.571716,-0.089363,"['Manor House', 367.738]"
2739,51.564185,-0.141826,"['Archway', 502.65]"
2740,51.55578,-0.099354,"['Arsenal', 466.755]"
2741,51.564174,-0.117404,"['Finsbury Park', 885.15]"
2742,51.554859,-0.132894,"['Tufnell Park', 435.824]"
2743,51.539628,-0.119757,"['Caledonian Road', 800.574]"
2744,51.524355,-0.090759,"['Old Street', 424.701]"
2745,51.566309,-0.129882,"['Archway', 385.269]"
2746,51.537469,-0.104852,"['Angel', 682.438]"
2747,51.523661,-0.095632,"['Barbican', 385.871]"
2748,51.523661,-0.095632,"['Barbican', 385.871]"
2749,51.523661,-0.095632,"['Barbican', 385.871]"
2750,51.5592,-0.104368,"['Arsenal', 159.587]"
2751,51.533447,-0.119692,"[""King's Cross St. Pancras"", 394.986]"
2752,51.528611,-0.092407,"['Old Street', 341.168]"
2753,51.543014,-0.119038,"['Caledonian Road', 479.724]"
2754,51.528744,-0.092407,"['Old Street', 367.399]"
2755,51.5331,-0.098246,"['Angel', 539.266]"
2756,51.541313,-0.114507,"['Caledonian Road', 679.361]"
2757,51.563935,-0.142515,"['Archway', 564.429]"
2758,51.554698,-0.103113,"['Arsenal', 341.567]"
2759,51.569417,-0.093327,"['Manor House', 229.886]"
2760,51.569524,-0.093488,"['Manor House', 218.402]"
2761,51.569524,-0.093488,"['Manor House', 218.402]"
2762,51.569417,-0.093327,"['Manor House', 229.886]"
2763,51.569524,-0.093488,"['Manor House', 218.402]"
2764,51.549548,-0.089344,"['Highbury & Islington', 1039.464]"
2765,51.552976,-0.102099,"['Arsenal', 497.862]"
2766,51.559852,-0.096501,"['Arsenal', 619.319]"
2767,51.540863,-0.08547,"['Old Street', 1260.737]"
2768,51.532658,-0.095314,"['Old Street', 719.91]"
2769,51.529043,-0.096029,"['Chesham', 516.224]"
2770,51.5305,-0.0987,"['Angel', 525.515]"
2771,51.5211,-0.103918,"['Farringdon', 152.461]"
2772,51.557821,-0.102125,"['Arsenal', 310.349]"
2773,51.52798,-0.089671,"['Old Street', 233.436]"
2774,51.553618,-0.093602,"['Chesham', 896.081]"
2775,51.55425,-0.11694,"['Holloway Road', 371.299]"
2776,51.52842,-0.088991,"['Old Street', 249.054]"
2777,51.5411151210191,-0.107348436305733,"['Highbury & Islington', 548.251]"
2778,51.536399,-0.079363,"['Old Street', 1166.224]"
2779,51.526214,-0.080662,"['Old Street', 421.558]"
2780,51.544645,-0.109279,"['Highbury & Islington', 383.843]"
2781,51.553798,-0.100267,"['Arsenal', 788.519]"
2782,51.52919,-0.0954,"['Old Street', 490.984]"
2783,51.549592,-0.093756,"['Highbury & Islington', 876.997]"
2784,51.562563,-0.092333,"['Manor House', 742.506]"
2785,51.56921,-0.117281,"['Finsbury Park', 886.281]"
2786,51.538799,-0.116755,"['Caledonian Road', 731.873]"
2787,51.538799,-0.118197,"['Caledonian Road', 826.794]"
2788,51.560562,-0.122305,"['Holloway Road', 1001.522]"
2789,51.529481,-0.095735,"['Old Street', 516.353]"
2790,51.555,-0.12,"['Chesham', 558.167]"
2791,51.553454,-0.108147,"['Holloway Road', 408.316]"
2792,51.534162,-0.096607,"['Angel', 652.348]"
2793,51.557098,-0.137638,"['Tufnell Park', 15.188]"
2794,51.563701,-0.101296,"['Finsbury Park', 365.852]"
2795,51.521659,-0.09464,"['Barbican', 327.889]"
2796,51.539983,-0.106732,"['Highbury & Islington', 607.423]"
2797,51.538105,-0.085815,"['Old Street', 1080.079]"
2798,51.551814,-0.088239,"['Chesham', 1253.273]"
2799,51.531351,-0.120084,"[""King's Cross St. Pancras"", 203.977]"
2800,51.529604,-0.096669,"['Chesham', 543.098]"
2801,51.540599,-0.118121,"['Caledonian Road', 641.198]"
2802,51.539868,-0.105771,"['Highbury & Islington', 628.41]"
2803,51.552799,-0.09598,"['Chesham', 815.548]"
2804,51.520969,-0.094027,"['Barbican', 366.155]"
2805,51.563899,-0.117158,"['Finsbury Park', 846.845]"
2806,51.527671,-0.0884,"['Old Street', 166.862]"
2807,51.555599,-0.100192,"['Arsenal', 423.641]"
2808,51.557077,-0.100036,"['Arsenal', 503.254]"
2809,51.546672,-0.099459,"['Highbury & Islington', 443.954]"
2810,51.569311,-0.119629,"['Finsbury Park', 1026.911]"
2811,51.569308,-0.119655,"['Chesham', 1027.236]"
2812,51.550859,-0.109041,"['Holloway Road', 361.341]"
2813,51.535121,-0.099162,"['Angel', 593.213]"
2814,51.516735,-0.096065,"[""St. Paul's"", 231.579]"
2815,51.516735,-0.096065,"[""St. Paul's"", 231.579]"
2816,51.542181,-0.106203,"['Highbury & Islington', 417.369]"
2817,51.55799,-0.103321,"['Arsenal', 226.923]"
2818,51.563098,-0.117195,"['Finsbury Park', 811.356]"
2819,51.553385,-0.106955,"['Chesham', 487.158]"
2820,51.5406,-0.091552,"['Highbury & Islington', 1019.362]"
2821,51.571201,-0.122629,"['Archway', 878.729]"
2822,51.565509,-0.130056,"['Archway', 326.156]"
2823,51.538799,-0.118197,"['Caledonian Road', 826.794]"
2824,51.538799,-0.118197,"['Caledonian Road', 826.794]"
2825,51.548738,-0.120362,"['Caledonian Road', 288.488]"
2826,51.563004,-0.099543,"['Finsbury Park', 506.79]"
2827,51.551099,-0.106819,"['Chesham', 499.596]"
2828,51.563981,-0.116629,"['Finsbury Park', 823.998]"
2829,51.563999,-0.1186,"['Finsbury Park', 938.123]"
2830,51.541955,-0.109708,"['Highbury & Islington', 554.887]"
2831,51.570283,-0.093713,"['Manor House', 159.266]"
2832,51.549613,-0.122557,"['Caledonian Road', 414.369]"
2833,51.570712,-0.094647,"['Manor House', 86.027]"
2834,51.562198,-0.121558,"['Chesham', 804.896]"
2835,51.554733,-0.095258,"['Arsenal', 728.62]"
2836,51.529597,-0.107884,"['Angel', 383.73]"
2837,51.552714,-0.1251,"['Caledonian Road', 775.259]"
2838,51.568295,-0.134252,"['Archway', 344.667]"
2839,51.555999,-0.129024,"['Tufnell Park', 545.625]"
2840,51.54042,-0.08444,"['Old Street', 1294.883]"
2841,51.535169,-0.097675,"['Angel', 650.564]"
2842,51.565673,-0.129475,"['Archway', 356.291]"
2843,51.546758,-0.083144,"['Highbury & Islington', 1261.734]"
2844,51.53024,-0.102047,"['Angel', 320.035]"
2845,51.522904,-0.09549,"['Barbican', 335.437]"
2846,51.558064,-0.106039,"['Arsenal', 51.577]"
2847,51.5286320666667,-0.0947119,"['Old Street', 445.045]"
2848,51.543479,-0.112575,"['Chesham', 489.624]"
2849,51.558322,-0.115995,"['Holloway Road', 625.821]"
2850,51.540168,-0.121328,"['Caledonian Road', 792.16]"
2851,51.529315,-0.081644,"['Old Street', 580.546]"
2852,51.563598,-0.095529,"['Chesham', 757.404]"
2853,51.537788,-0.116182,"[""King's Cross St. Pancras"", 757.537]"
2854,51.570833,-0.089375,"['Manor House', 392.456]"
2855,51.534305,-0.097076,"['Angel', 638.07]"
2856,51.55381,-0.116043,"['Holloway Road', 316.469]"
2857,51.553689,-0.131536,"['Tufnell Park', 515.896]"
2858,51.52919,-0.09065,"['Old Street', 344.769]"
2859,51.52908,-0.08904,"['Old Street', 312.385]"
2860,51.549777,-0.094152,"['Highbury & Islington', 849.978]"
2861,51.520672,-0.097039,"['Barbican', 123.826]"
2862,51.530142,-0.080555,"['Old Street', 637.75]"
2863,51.562563,-0.092333,"['Manor House', 742.506]"
2864,51.571915,-0.089063,"['Manor House', 397.394]"
2865,51.571435,-0.08935,"['Manor House', 357.211]"
2866,51.533669,-0.10225,"['Angel', 348.314]"
2867,51.539686,-0.106423,"['Highbury & Islington', 612.925]"
2868,51.522316,-0.087515,"['Moorgate', 343.407]"
2869,51.53161,-0.105609,"['Angel', 87.321]"
2870,51.549192,-0.090729,"['Highbury & Islington', 970.076]"
2871,51.550323,-0.093898,"['Highbury & Islington', 866.892]"
2872,51.5455,-0.1121,"['Chesham', 435.343]"
2873,51.543405,-0.090983,"['Highbury & Islington', 1037.291]"
2874,51.542612,-0.089779,"['Highbury & Islington', 1094.351]"
2875,51.571308,-0.089803,"['Manor House', 350.148]"
2876,51.539134,-0.102629,"['Highbury & Islington', 576.324]"
2877,51.539134,-0.102629,"['Highbury & Islington', 576.324]"
2878,51.539134,-0.102629,"['Highbury & Islington', 576.324]"
2879,51.539134,-0.102629,"['Highbury & Islington', 576.324]"
2880,51.539134,-0.102629,"['Highbury & Islington', 576.324]"
2881,51.539134,-0.102629,"['Highbury & Islington', 576.324]"
2882,51.567798,-0.134313,"['Archway', 369.128]"
2883,51.571823,-0.088324,"['Manor House', 410.55]"
2884,51.568181,-0.124336,"['Archway', 711.917]"
2885,51.530082,-0.103971,"['Angel', 272.849]"
2886,51.531134,-0.085127,"['Old Street', 536.704]"
2887,51.554403,-0.118279,"['Holloway Road', 459.133]"
2888,51.528598,-0.102756,"['Angel', 435.67]"
2889,51.571437,-0.089324,"['Manor House', 358.209]"
2890,51.5286320666667,-0.0947119,"['Old Street', 445.045]"
2891,51.5286320666667,-0.0947119,"['Old Street', 445.045]"
2892,51.5286320666667,-0.0947119,"['Old Street', 445.045]"
2893,51.51767,-0.102791,"['Farringdon', 392.714]"
2894,51.5186,-0.100153,"['Barbican', 239.927]"
2895,51.557949,-0.132431,"['Tufnell Park', 327.976]"
2896,51.531501,-0.111289,"['Angel', 355.792]"
2897,51.563301,-0.134497,"['Archway', 315.889]"
2898,51.571823,-0.088324,"['Manor House', 410.55]"
2899,51.551898,-0.097459,"['Chesham', 821.886]"
2900,51.546608,-0.106587,"['Highbury & Islington', 373.362]"
2901,51.570972,-0.090163,"['Manor House', 354.095]"
2902,51.557821,-0.102125,"['Arsenal', 310.349]"
2903,51.554698,-0.103113,"['Arsenal', 341.567]"
2904,51.529115,-0.084851,"['Old Street', 378.044]"
2905,51.540024,-0.095762,"['Highbury & Islington', 802.763]"
2906,51.565745,-0.112776,"['Finsbury Park', 577.827]"
2907,51.572101,-0.124285,"['Archway', 873.766]"
2908,51.52851,-0.09209,"['Old Street', 327.603]"
2909,51.533855,-0.114184,"['Chesham', 655.037]"
2910,51.564327,-0.118,"['Finsbury Park', 980.999]"
2911,51.567543,-0.134116,"['Archway', 336.072]"
2912,51.556921,-0.126908,"['Tufnell Park', 556.257]"
2913,51.54442,-0.10865,"['Highbury & Islington', 304.951]"
2914,51.559964,-0.117093,"['Holloway Road', 804.876]"
2915,51.52006,-0.10213,"['Farringdon', 158.219]"
2916,51.52002,-0.10208,"['Farringdon', 162.156]"
2917,51.557823,-0.138305,"['Tufnell Park', 132.774]"
2918,51.5632,-0.102584,"['Finsbury Park', 322.647]"
2919,51.52851,-0.09209,"['Old Street', 327.603]"
2920,51.553699,-0.097383,"['Arsenal', 723.008]"
2921,51.539404,-0.086582,"['Old Street', 1199.516]"
2922,51.5286320666667,-0.0947119,"['Old Street', 445.045]"
2923,51.5648,-0.112795,"['Finsbury Park', 592.487]"
2924,51.570637,-0.090018,"['Manor House', 379.005]"
2925,51.535127,-0.101587,"['Angel', 456.685]"
2926,51.547663,-0.099006,"['Highbury & Islington', 636.427]"
2927,51.546725,-0.08305,"['Chesham', 1262.382]"
2928,51.562679,-0.123442,"['Archway', 701.259]"
2929,51.548546,-0.085809,"['Highbury & Islington', 1265.232]"
2930,51.562385,-0.12387,"['Archway', 670.697]"
2931,51.537788,-0.116182,"[""King's Cross St. Pancras"", 757.537]"
2932,51.532619,-0.1011,"['Angel', 367.601]"
2933,51.564783,-0.117105,"['Finsbury Park', 841.222]"
2934,51.544588,-0.084115,"['Chesham', 1343.663]"
2935,51.5694,-0.122703,"['Archway', 871.578]"
2936,51.53273,-0.09505,"['Old Street', 719.836]"
2937,51.524897,-0.095292,"['Barbican', 507.216]"
2938,51.529985,-0.0972968780487805,"['Angel', 523.783]"
2939,51.554599,-0.093021,"['Arsenal', 862.363]"
2940,51.532112,-0.110058,"['Angel', 498.064]"
2941,51.570637,-0.090018,"['Manor House', 379.005]"
2942,51.570637,-0.090018,"['Manor House', 379.005]"
2943,51.552427,-0.104427,"['Arsenal', 531.895]"
2944,51.543939,-0.101708,"['Highbury & Islington', 378.807]"
2945,51.536314,-0.085717,"['Old Street', 920.025]"
2946,51.536314,-0.085717,"['Old Street', 920.025]"
2947,51.536314,-0.085717,"['Old Street', 920.025]"
2948,51.536314,-0.085717,"['Old Street', 920.025]"
2949,51.536314,-0.085717,"['Old Street', 920.025]"
2950,51.536314,-0.085717,"['Old Street', 920.025]"
2951,51.536314,-0.085717,"['Old Street', 920.025]"
2952,51.516889,-0.098365,"[""St. Paul's"", 248.551]"
2953,51.570098,-0.109687,"['Finsbury Park', 611.004]"
2954,51.538799,-0.118197,"['Caledonian Road', 826.794]"
2955,51.553199,-0.120485,"['Caledonian Road', 518.112]"
2956,51.520952,-0.093784,"['Barbican', 250.038]"
2957,51.544765,-0.094434,"['Highbury & Islington', 855.006]"
2958,51.54281,-0.07928,"['Old Street', 1693.81]"
2959,51.561656,-0.137084,"['Archway', 376.189]"
2960,51.555999,-0.126141,"['Chesham', 644.345]"
2961,51.523677,-0.095493,"['Barbican', 410.55]"
2962,51.551232,-0.117711,"['Caledonian Road', 247.138]"
2963,51.569598,-0.092974,"['Manor House', 265.928]"
2964,51.558697,-0.116494,"['Holloway Road', 673.272]"
2965,51.56104,-0.110431,"['Finsbury Park', 467.123]"
2966,51.558914,-0.115828,"['Holloway Road', 709.714]"
2967,51.52588,-0.097531,"['Barbican', 578.103]"
2968,51.552799,-0.097421,"['Chesham', 773.861]"
2969,51.56581,-0.11348,"['Finsbury Park', 601.701]"
2970,51.557498,-0.107326,"['Arsenal', 339.266]"
2971,51.564343,-0.124295,"['Archway', 752.67]"
2972,51.528031,-0.0937,"['Old Street', 420.561]"
2973,51.550466,-0.104407,"['Chesham', 754.083]"
2974,51.526683,-0.093444,"['Old Street', 398.991]"
2975,51.5293,-0.10151,"['Angel', 455.677]"
2976,51.5522,-0.110432,"['Holloway Road', 197.381]"
2977,51.545306,-0.100021,"['Highbury & Islington', 468.623]"
2978,51.541409,-0.086242,"['Chesham', 1274.875]"
2979,51.554266,-0.133723,"['Tufnell Park', 522.794]"
2980,51.529304,-0.113173,"['Chesham', 572.741]"
2981,51.564269,-0.107788,"['Finsbury Park', 299.932]"
2982,51.545746,-0.126679,"['Caledonian Road', 596.089]"
2983,51.529363,-0.091775,"['Old Street', 386.084]"
2984,51.550838,-0.119104,"['Caledonian Road', 233.98]"
2985,51.544344,-0.076856,"['Old Street', 1835.326]"
2986,51.538799,-0.118197,"['Caledonian Road', 826.794]"
2987,51.53673,-0.113336,"['Angel', 754.457]"
2988,51.567269,-0.138959,"['Archway', 291.114]"
2989,51.531418,-0.08324,"['Old Street', 646.801]"
2990,51.566712,-0.117846,"['Finsbury Park', 912.231]"
2991,51.555182,-0.105216,"['Arsenal', 304.551]"
2992,51.569429,-0.13509,"['Archway', 433.341]"
2993,51.556515,-0.133692,"['Tufnell Park', 217.404]"
2994,51.561971,-0.101246,"['Finsbury Park', 488.947]"
2995,51.570621,-0.091283,"['Manor House', 293.089]"
2996,51.521198,-0.085768,"['Moorgate', 331.535]"
2997,51.54756,-0.100418,"['Highbury & Islington', 486.934]"
2998,51.521198,-0.085768,"['Moorgate', 331.535]"
2999,51.521198,-0.085768,"['Moorgate', 331.535]"
3000,51.521198,-0.085768,"['Moorgate', 331.535]"
3001,51.536557,-0.087379,"['Old Street', 942.917]"
3002,51.524766,-0.090428,"['Old Street', 409.181]"
3003,51.539699,-0.116718,"['Caledonian Road', 662.273]"
3004,51.540847,-0.093743,"['Highbury & Islington', 920.236]"
3005,51.537149,-0.119539,"[""King's Cross St. Pancras"", 716.49]"
3006,51.520884,-0.094076,"['Barbican', 232.981]"
3007,51.556413,-0.101383,"['Arsenal', 379.279]"
