,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant
2000,2000,Hammersmith,2021-06-29,Knight Frank - Fulham Sales,0,"Fulham Park Road, Fulham SW6",0,0,pre-owned,5750000.0,detached,0,Other,6 bed detached house for sale,51.4726,-0.2071,382.0,6,4,4,2021-06-29,5750000.0,1,1,1,Putney Bridge,412,24
2001,2001,Hammersmith,2021-06-29,Latymers,1,"Higham House West, Carnwath Road, Fulham SW6",0,0,new,1050000.0,flat,0,Other,2 bed flat for sale,51.465531,-0.195974,77.0,2,2,1,2021-06-29,1050000.0,1,1,1,Parsons Green,929,4
2002,2002,Hammersmith,2021-06-28,Jorgensen Turner,1,"Pennard Road, Shepherd's Bush, London W12",0,0,pre-owned,525000.0,flat,0,share_of_freehold,2 bed flat for sale,51.503989,-0.225428,60.0,2,0,0,2021-06-28,525000.0,0,0,0,Shepherd's Bush (H),189,72
2003,2003,Hammersmith,2021-06-28,Finlay Brewer,1,"Ashchurch Park Villas, Ravenscourt Park, London W12",0,0,pre-owned,550000.0,flat,0,Other,2 bed flat for sale,51.500213,-0.242236,66.0,2,1,1,2021-06-28,550000.0,1,0,1,Stamford Brook,651,17
2004,2004,Hammersmith,2021-06-28,Latymers,1,"Higham House East, Carnwath Road, Fulham SW6",0,0,new,1050000.0,flat,0,Other,2 bed flat for sale,51.465571,-0.19621,82.0,2,2,1,2021-06-28,1050000.0,1,1,1,Parsons Green,918,3
2005,2005,Hammersmith,2021-06-28,The Modern House,0,"St. Elmo Road, London W12",0,0,pre-owned,925000.0,flat,0,leasehold,4 bed flat for sale,51.50616,-0.2461,116.0,4,2,0,2021-06-28,925000.0,1,0,0,Upminster,1214,11
2006,2006,Hammersmith,2021-06-28,Finlay Brewer,0,"Lena Gardens, London W6",0,0,pre-owned,2395000.0,terraced,0,Other,5 bed terraced house for sale,51.498695,-0.223832,231.0,5,3,2,2021-06-28,2395000.0,0,0,1,Goldhawk Road,573,37
2007,2007,Hammersmith,2021-06-28,Latymers,1,"Faulkner House, Tierney Lane, Hammersmith W6",0,0,new,1550000.0,flat,0,Other,2 bed flat for sale,51.487271,-0.225783,108.0,2,3,1,2021-06-28,1550000.0,1,0,0,Hammersmith,625,28
2008,2008,Hammersmith,2021-06-28,Latymers,1,"Faulkner House, Tierney Lane, Hammersmith W6",0,0,new,1000000.0,flat,0,Other,1 bed flat for sale,51.487271,-0.225783,65.0,1,1,1,2021-06-28,1000000.0,1,0,0,Hammersmith,625,28
2009,2009,Hammersmith,2021-06-28,Brik,0,"Ringmer Avenue, London SW6",0,0,pre-owned,2150000.0,terraced,0,Other,4 bed terraced house for sale,51.474502,-0.209323,208.0,4,4,1,2021-06-28,2150000.0,0,0,1,Upminster,602,14
2010,2010,Hammersmith,2021-06-28,Latymers,0,"Faulkner House, Tierney Lane, Hammersmith W6",0,0,pre-owned,1600000.0,flat,0,Other,2 bed flat for sale,51.487271,-0.225783,108.0,2,3,1,2021-06-28,1600000.0,1,0,0,Hammersmith,625,28
2011,2011,Hammersmith,2021-06-28,Chatterton Rees,0,"Wardo Avenue, London SW6",0,0,pre-owned,895000.0,flat,0,freehold,3 bed flat for sale,51.476383,-0.214229,111.0,3,2,1,2021-06-28,895000.0,1,0,0,Putney Bridge,790,6
2012,2012,Hammersmith,2021-06-28,Douglas & Gordon - Fulham,0,"Mirabel Road, London SW6",0,0,pre-owned,550000.0,flat,0,share_of_freehold,1 bed flat for sale,51.480986,-0.204171,54.0,1,1,1,2021-06-28,550000.0,0,0,0,Parsons Green,598,27
2013,2013,Hammersmith,2021-06-27,Prime London (Central and Riverside),1,"Central Avenue, Fulham Riverside, London SW6",0,0,pre-owned,2750000.0,terraced,0,leasehold,5 bed terraced house for sale,51.467598,-0.186124,231.0,5,4,1,2021-06-27,2750000.0,0,1,1,Chesham,1274,15
2014,2014,Hammersmith,2021-06-26,ACME Property Solutions,0,"Queen Caroline Street, Hammersmith W6",0,0,pre-owned,360000.0,flat,0,leasehold,1 bed flat for sale,51.49032,-0.225973,48.0,1,1,0,2021-06-26,360000.0,1,1,0,Hammersmith,317,49
2015,2015,Hammersmith,2021-06-26,Chestertons - Munster Road Sales,0,"Rosebank, Holyport Road, London SW6",0,0,pre-owned,1200000.0,flat,0,leasehold,3 bed flat for sale,51.480849,-0.223489,124.0,3,2,1,2021-06-26,1200000.0,1,1,0,Hammersmith,1184,5
2016,2016,Hammersmith,2021-06-26,Sherwoods International Properties Ltd,0,"Beckford Close, Warwick Road, London W14",0,0,pre-owned,850000.0,flat,0,Other,2 bed flat for sale,51.4916,-0.203694,76.0,2,2,1,2021-06-26,850000.0,1,1,0,West Kensington,185,21
2017,2017,Hammersmith,2021-06-25,John D Wood & Co. - Fulham Broadway Sales,0,"Sherbrooke Road, Fulham, Parsons Green, London SW6",0,0,pre-owned,1500000.0,detached,0,freehold,4 bed detached house for sale,51.480709,-0.208291,150.0,4,3,1,2021-06-25,1500000.0,1,0,1,Parsons Green,656,10
2018,2018,Hammersmith,2021-06-25,Dexters - West Kensington,1,"Challoner Street, London W14",0,0,pre-owned,565000.0,flat,0,leasehold,1 bed flat for sale,51.488778,-0.206432,56.0,1,1,1,2021-06-25,565000.0,0,0,0,West Kensington,215,27
2019,2019,Hammersmith,2021-06-25,Strike,0,"Danehurst Street, London SW6",0,0,pre-owned,575000.0,flat,0,share_of_freehold,2 bed flat for sale,51.477931,-0.211118,45.0,2,1,1,2021-06-25,575000.0,0,0,0,Upminster,777,8
2020,2020,Hammersmith,2021-06-25,Shaws Kensington,0,"Turneville Road, West Kensington, Hammersmith, London W14",0,0,pre-owned,1075000.0,maisonette,0,freehold,3 bed maisonette for sale,51.486795,-0.206726,115.0,3,2,1,2021-06-25,1075000.0,0,0,0,West Kensington,543,27
2021,2021,Hammersmith,2021-06-25,Kerr and Co,1,"Stowe Road, London W12",0,0,pre-owned,450000.0,flat,0,share_of_freehold,1 bed flat for sale,51.502038,-0.23303,59.0,1,1,1,2021-06-25,450000.0,0,1,0,Goldhawk Road,381,36
2022,2022,Hammersmith,2021-06-25,Savills - Bishops Park,0,"Tasso Road, London W6",0,0,pre-owned,1425000.0,terraced,0,freehold,4 bed terraced house for sale,51.485242,-0.212574,149.0,4,2,1,2021-06-25,1425000.0,0,0,1,Barons Court,520,12
2023,2023,Hammersmith,2021-06-25,Curtis and Parker,0,"Du Cane Road, London W12",0,0,pre-owned,445000.0,flat,0,Other,2 bed flat for sale,51.516452,-0.232036,66.0,2,1,1,2021-06-25,425000.0,0,1,0,White City,696,6
2024,2024,Hammersmith,2021-06-25,Kerr and Co,0,"Pennard Road, London W12",0,0,pre-owned,1375000.0,terraced,0,freehold,4 bed terraced house for sale,51.50356,-0.225606,184.0,4,2,3,2021-06-25,1375000.0,1,1,1,Upminster,207,74
2025,2025,Hammersmith,2021-06-25,Chestertons - Munster Road Sales,0,"Waldemar Avenue Mansions, Waldemar Avenue, Fulham, London SW6",0,0,pre-owned,560000.0,flat,0,share_of_freehold,1 bed flat for sale,51.474683,-0.211863,51.0,1,1,1,2021-06-25,560000.0,0,0,0,Putney Bridge,609,10
2026,2026,Hammersmith,2021-06-25,Brik,0,"Compass House, Park Street, London SW6",0,0,pre-owned,500000.0,flat,0,Other,1 bed flat for sale,51.475016,-0.184332,42.0,1,1,1,2021-06-25,500000.0,0,0,0,Fulham Broadway,918,19
2027,2027,Hammersmith,2021-06-25,Vanquish Real Estate,1,"Chelsea Creek, Fulham SW6",0,0,new,750000.0,flat,0,leasehold,1 bed flat for sale,51.47841,-0.1881,46.0,1,1,1,2021-06-25,750000.0,1,0,0,Fulham Broadway,569,25
2028,2028,Hammersmith,2021-06-25,Strutt & Parker - Fulham,0,"Walham Grove, London SW6",0,0,pre-owned,2850000.0,terraced,0,freehold,5 bed terraced house for sale,51.48,-0.2,230.0,5,3,3,2021-06-25,2850000.0,1,0,1,Parsons Green,444,36
2029,2029,Hammersmith,2021-06-25,Vanquish Real Estate,1,"Chelsea Creek, Fulham SW6",0,0,new,1540000.0,flat,0,leasehold,2 bed flat for sale,51.47829,-0.18851,80.0,2,2,1,2021-06-25,1540000.0,1,0,0,Fulham Broadway,679,28
2030,2030,Hammersmith,2021-06-25,Vanquish Real Estate,1,"Chelsea Creek, Fulham, London SW6",0,0,new,1450000.0,flat,0,leasehold,2 bed flat for sale,51.470682,-0.183459,84.0,2,2,1,2021-06-25,1450000.0,1,0,0,Chesham,1316,9
2031,2031,Hammersmith,2021-06-25,Vanquish Real Estate,1,"Chelsea Creek, Fulham SW6",0,0,new,2225000.0,flat,0,leasehold,3 bed flat for sale,51.47827,-0.18832,118.0,3,3,1,2021-06-25,2225000.0,1,0,0,Fulham Broadway,676,25
2032,2032,Hammersmith,2021-06-25,Vanquish Real Estate,1,"Chelsea Creek, Fulham, London SW6",0,0,new,2275000.0,flat,0,leasehold,3 bed flat for sale,51.474974,-0.184253,118.0,3,3,1,2021-06-25,2275000.0,1,0,0,Fulham Broadway,954,19
2033,2033,Hammersmith,2021-06-25,Kinleigh Folkard & Hayward - Fulham Sales,0,"Wardo Avenue, London SW6",0,0,pre-owned,765000.0,flat,0,Other,2 bed flat for sale,51.476978,-0.211975,84.0,2,2,0,2021-06-25,765000.0,0,0,0,Upminster,799,8
2034,2034,Hammersmith,2021-06-25,Vanquish Real Estate,1,"Fulham, Chelsea Creek SW6",0,0,new,870000.0,flat,0,leasehold,1 bed flat for sale,51.474974,-0.184253,57.0,1,1,1,2021-06-25,870000.0,1,0,0,Fulham Broadway,954,19
2035,2035,Hammersmith,2021-06-25,Lawson Rutter,0,"Alder Lodge, Stevenage Road, Fulham, London SW6",0,0,pre-owned,750000.0,flat,0,leasehold,2 bed flat for sale,51.476697,-0.222455,97.0,2,2,1,2021-06-25,750000.0,1,1,0,Putney Bridge,1161,0
2036,2036,Hammersmith,2021-06-25,Whitman & Co,0,"Beavor Grove, London W6",0,0,pre-owned,945000.0,terraced,0,Other,3 bed terraced house for sale,51.491634,-0.239427,119.0,3,2,2,2021-06-25,945000.0,0,1,1,Ravenscourt Park,365,21
2037,2037,Hammersmith,2021-06-24,Horton and Garton - Hammersmith and Shepherd's Bush,0,"Myrtle House, Sulgrave Road, Hammersmith, London W6",0,0,pre-owned,465000.0,flat,0,leasehold,1 bed flat for sale,51.500502,-0.22614,5.0,1,1,1,2021-06-24,465000.0,0,0,0,Goldhawk Road,578,43
2038,2038,Hammersmith,2021-06-24,Harrods Estates,0,"Regency House, The Boulevard, Imperial Wharf, London SW6",0,0,pre-owned,1095000.0,flat,0,leasehold,2 bed flat for sale,51.473868,-0.182779,79.0,2,2,1,2021-06-24,1095000.0,1,1,1,Fulham Broadway,1067,11
2039,2039,Hammersmith,2021-06-24,Brik,0,"Novello Street, London SW6",0,0,pre-owned,1495000.0,terraced,0,Other,4 bed terraced house for sale,51.4762,-0.198912,121.0,4,2,1,2021-06-24,1495000.0,1,0,1,Parsons Green,172,40
2040,2040,Hammersmith,2021-06-24,Prime London (Central and Riverside),1,"Lillie Square, Earl's Court, London SW6",0,0,pre-owned,879000.0,flat,0,Other,1 bed flat for sale,51.485806,-0.194552,57.0,1,1,1,2021-06-24,879000.0,1,0,1,West Brompton,290,31
