,level_0,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
11700,11700,11700,Barnet,2021-04-17,Keller Williams London Bridge,0,"High Road, Whetstone N20",0,0,pre-owned,1095000.0,detached,0,freehold,4 bed detached house for sale,51.639179,-0.179877,186.0,4,2,2,2021-04-17,1095000.0,0,1,1,Totteridge & Whetstone,908,0,"[0, 0, 0, 1]"
11701,11701,11701,Barnet,2021-04-17,Benham and Reeves - Kensington,1,"Curtiss House, 27 Heritage Avenue, Beaufort Park, London NW9",0,0,pre-owned,305000.0,flat,0,leasehold,1 bed flat for sale,51.595346,-0.242371,40.0,1,1,1,2021-04-17,305000.0,1,0,0,Colindale,465,3,"[5, 2, 0, 2]"
11702,11702,11702,Barnet,2021-04-16,Princess Park Estates,0,"Baron Close, London N11",0,0,pre-owned,595000.0,terraced,0,leasehold,3 bed terraced house for sale,51.612993,-0.145683,98.0,3,2,1,2021-04-16,615000.0,0,0,1,Arnos Grove,936,0,"[2, 0, 0, 2]"
11703,11703,11703,Barnet,2021-04-16,LRC - London Sales and Letting Agency,1,"Bittacy Hill, Mill Hill, London NW7",0,0,new,450000.0,flat,0,leasehold,1 bed flat for sale,51.613852,-0.21027,52.0,1,1,1,2021-04-16,450000.0,1,1,1,Mill Hill East,608,0,"[2, 0, 0, 0]"
11704,11704,11704,Barnet,2021-04-16,LRC - London Sales and Letting Agency,0,"Partingdale Lane, Mill Hil, London NW7",0,0,pre-owned,895000.0,flat,0,leasehold,3 bed flat for sale,51.615274,-0.210344,139.0,3,2,1,2021-04-16,895000.0,1,1,1,Mill Hill East,932,0,"[2, 0, 0, 0]"
11705,11705,11705,Barnet,2021-04-16,Ellis & Co - Finchley,1,"Spencer Close, Finchley N3",0,0,pre-owned,985000.0,flat,0,leasehold,3 bed flat for sale,51.597767,-0.196266,121.0,3,2,1,2021-04-16,985000.0,1,0,1,Finchley Central,377,7,"[5, 0, 0, 1]"
11706,11706,11706,Barnet,2021-04-16,Real Estates,0,"Totteridge Common, London N20",0,0,pre-owned,1295000.0,flat,0,leasehold,2 bed flat for sale,51.630193,-0.177799,157.0,2,2,1,2021-04-16,1295000.0,0,1,1,Totteridge & Whetstone,82,16,"[4, 0, 0, 3]"
11707,11707,11707,Barnet,2021-04-16,Savills - Hampstead,1,"Dersingham Road, London NW2",0,0,new,570000.0,flat,0,leasehold,1 bed flat for sale,51.5659916684783,-0.214146255434783,60.0,1,1,1,2021-04-16,570000.0,0,0,0,Brent Cross,1214,0,"[1, 0, 0, 1]"
11708,11708,11708,Barnet,2021-04-16,Savills - Hampstead,1,"Dersingham Road, London NW2",0,0,new,935000.0,flat,0,leasehold,2 bed flat for sale,51.5659916684783,-0.214146255434783,101.0,2,2,1,2021-04-16,935000.0,0,0,0,Brent Cross,1214,0,"[1, 0, 0, 1]"
11709,11709,11709,Barnet,2021-04-16,Barnard Marcus - North Finchley,0,"Woodhouse Road, North Finchley, London N12",0,0,pre-owned,400000.0,maisonette,0,leasehold,3 bed maisonette for sale,51.611859,-0.160433,76.0,3,1,1,2021-04-16,400000.0,0,0,0,Chesham,1629,1,"[6, 0, 0, 2]"
11710,11710,11710,Barnet,2021-04-16,Barnard Marcus - North Finchley,0,"Woodside Lane, London N12",0,0,pre-owned,425000.0,flat,0,leasehold,2 bed flat for sale,51.622876,-0.1778,67.0,2,2,1,2021-04-16,450000.0,0,0,0,Totteridge & Whetstone,787,5,"[6, 1, 0, 0]"
