,level_0,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
17800,17800,17800,Richmond upon Thames,2021-05-28,"Chase Buchanan, Richmond",0,"Courtlands, Sheen Road, Richmond TW10",0,0,pre-owned,699950.0,flat,0,leasehold,2 bed flat for sale,51.461097,-0.287017,96.0,2,1,1,2021-05-28,699950.0,0,0,1,Richmond,887,0,"[7, 0, 0, 0]"
17801,17801,17801,Richmond upon Thames,2021-05-28,99Home Ltd,0,"High Street, Hampton, Middlesex TW12",0,0,pre-owned,750000.0,Other,0,leasehold,2 bed property for sale,51.425628,-0.356772,10.0,2,2,0,2021-05-28,750000.0,0,0,1,Hounslow Central,4313,14,"[3, 1, 1, 2]"
17802,17802,17802,Richmond upon Thames,2021-05-28,Knight Frank - Richmond Sales,0,"Crown Road, Twickenham TW1",0,0,pre-owned,725000.0,flat,0,Other,2 bed flat for sale,51.454532,-0.319377,69.0,2,1,1,2021-05-28,725000.0,1,0,0,Richmond,1612,11,"[5, 2, 0, 0]"
17803,17803,17803,Richmond upon Thames,2021-05-27,Lauristons - Putney,1,"Hawthorn Court, Warwick Drive, Putney SW15",0,0,pre-owned,650000.0,flat,0,freehold,2 bed flat for sale,51.46555,-0.236378,93.0,2,2,1,2021-05-27,650000.0,1,1,1,East Putney,1475,3,"[1, 0, 0, 1]"
17804,17804,17804,Richmond upon Thames,2021-05-27,Propertalis,0,"Popes Avenue, Twickenham TW2",0,0,pre-owned,1590000.0,Other,0,leasehold,5 bed property for sale,51.440727,-0.34018,261.0,5,5,2,2021-05-27,1590000.0,0,1,1,Upminster,3319,9,"[11, 4, 0, 1]"
17805,17805,17805,Richmond upon Thames,2021-05-27,Savills - Esher,0,"Hogarth Way, Hampton, Middlesex TW12",0,0,pre-owned,1100000.0,terraced,0,freehold,4 bed terraced house for sale,51.413256,-0.358136,164.0,4,3,2,2021-05-27,1100000.0,1,1,1,Hounslow Central,5635,3,"[1, 0, 0, 0]"
17806,17806,17806,Richmond upon Thames,2021-05-27,Douglas & Gordon - West Putney,0,"Lower Richmond Road, London SW15",0,0,pre-owned,900000.0,flat,0,leasehold,2 bed flat for sale,51.468525,-0.22922,93.0,2,2,1,2021-05-27,900000.0,1,1,0,Putney Bridge,1144,4,"[2, 0, 0, 0]"
17807,17807,17807,Richmond upon Thames,2021-05-27,Dexters - Hampton,0,"Station Road, Hampton TW12",0,0,pre-owned,499950.0,Other,0,freehold,2 bed property for sale,51.413993,-0.364187,60.0,2,1,1,2021-05-27,499950.0,0,0,1,Hounslow Central,5461,9,"[2, 0, 0, 0]"
17808,17808,17808,Richmond upon Thames,2021-05-27,Keller Williams - Sussex & Surrey,0,"Gloucester Road, Teddington TW11",0,0,pre-owned,550000.0,flat,0,Other,3 bed flat for sale,51.428875,-0.344272,93.0,3,1,1,2021-05-27,550000.0,0,0,1,Upminster,4053,9,"[4, 1, 0, 1]"
17809,17809,17809,Richmond upon Thames,2021-05-26,JOHNS&CO - Brentford,1,"Blanchard House, 28 Clevedon Road, Twickenham TW1",0,0,pre-owned,1065000.0,flat,0,Other,2 bed flat for sale,51.454753,-0.306109,102.0,2,2,1,2021-05-26,1065000.0,0,1,1,Richmond,1257,29,"[5, 4, 2, 1]"
17810,17810,17810,Richmond upon Thames,2021-05-26,Rice and Roman,1,"Mulberry Court, Hampton Wick KT1",1,0,new,875000.0,flat,0,leasehold,2 bed flat for sale,51.414623,-0.310084,79.0,2,2,1,2021-05-26,875000.0,0,1,1,Richmond,5036,16,"[2, 0, 0, 2]"
17811,17811,17811,Richmond upon Thames,2021-05-26,Dexters - Teddington,1,"Langdon Park, Teddington TW11",0,0,pre-owned,1295000.0,flat,0,leasehold,3 bed flat for sale,51.418933,-0.314754,195.0,3,3,1,2021-05-26,1295000.0,0,1,1,Richmond,4777,1,"[4, 0, 0, 0]"
17812,17812,17812,Richmond upon Thames,2021-05-26,Dexters - Putney,0,"Upper Richmond Road, London SW15",0,0,pre-owned,625000.0,flat,0,Other,2 bed flat for sale,51.46455,-0.238896,10.0,2,2,1,2021-05-26,625000.0,0,0,0,East Putney,1521,3,"[2, 0, 0, 1]"
17813,17813,17813,Richmond upon Thames,2021-05-25,Chancellors - Richmond,0,"Richmond Upon Thames, London TW9",0,0,pre-owned,700000.0,cottage,0,freehold,2 bed cottage for sale,51.461616,-0.302579,79.0,2,1,1,2021-05-25,700000.0,1,0,1,Richmond,438,68,"[4, 11, 6, 4]"
17814,17814,17814,Richmond upon Thames,2021-05-25,Keller Williams - Sussex & Surrey,0,"Twickenham Road, Teddington TW11",0,0,pre-owned,1000000.0,flat,0,Other,3 bed flat for sale,51.430711,-0.326042,141.0,3,3,1,2021-05-25,1100000.0,0,1,1,Richmond,3747,13,"[3, 0, 0, 1]"
17815,17815,17815,Richmond upon Thames,2021-05-25,Chancellors - Richmond,0,"Richmond Upon Thames, London TW9",0,0,pre-owned,385000.0,flat,0,leasehold,1 bed flat for sale,51.461,-0.3,43.0,1,1,1,2021-05-25,410000.0,0,0,1,Richmond,398,66,"[6, 11, 6, 4]"
17816,17816,17816,Richmond upon Thames,2021-05-25,Dexters - Richmond,0,"Garden Road, Richmond TW9",0,0,pre-owned,450000.0,flat,0,leasehold,2 bed flat for sale,51.467173,-0.28529,60.0,2,1,1,2021-05-25,450000.0,0,0,0,Kew Gardens,918,1,"[5, 0, 0, 1]"
17817,17817,17817,Richmond upon Thames,2021-05-25,Dexters - Richmond,0,"Dudley Road, Kew, Richmond TW9",0,0,pre-owned,499999.0,flat,0,leasehold,2 bed flat for sale,51.471499,-0.287764,53.0,2,1,1,2021-05-25,525000.0,0,0,1,Kew Gardens,520,6,"[5, 2, 0, 0]"
