,level_0,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
13700,13700,13700,Ealing,2021-06-29,Russell Collins,1,"South Ealing Road, London W5",0,0,pre-owned,460000.0,flat,0,freehold,2 bed flat for sale,51.496875,-0.305785,67.0,2,1,1,2021-06-29,460000.0,0,1,0,South Ealing,391,7,"[3, 3, 0, 1]"
13701,13701,13701,Ealing,2021-06-29,Savills - Ealing,1,"Eltham Court, Ealing W13",0,0,new,450000.0,flat,0,leasehold,1 bed flat for sale,51.51174,-0.315039,53.0,1,1,1,2021-06-29,450000.0,0,0,0,Upminster,1072,26,"[8, 2, 1, 7]"
13702,13702,13702,Ealing,2021-06-29,Savills - Ealing,1,"Eltham Court, Ealing W13",0,0,new,650000.0,flat,0,leasehold,2 bed flat for sale,51.51174,-0.315039,87.0,2,2,1,2021-06-29,650000.0,0,0,0,Upminster,1072,26,"[8, 2, 1, 7]"
13703,13703,13703,Ealing,2021-06-29,Fairview New Homes - Regency Heights,1,"""Plot 141"" at Lakeside Drive, Park Royal, London NW10",0,0,new,485000.0,flat,0,leasehold,2 bed flat for sale,51.529751,-0.283969,6.0,2,0,0,2021-06-29,485000.0,1,0,1,Park Royal,454,3,"[1, 0, 1, 0]"
13704,13704,13704,Ealing,2021-06-29,Go View London,1,"Northfield Avenue, London W13",0,0,pre-owned,499950.0,flat,0,leasehold,3 bed flat for sale,51.5013,-0.317137,87.0,3,2,0,2021-06-29,499950.0,1,0,0,Northfields,289,26,"[3, 1, 0, 2]"
13705,13705,13705,Ealing,2021-06-29,Sinton Andrews,1,"The Market, Studley Grange Road, London W7",0,0,pre-owned,349950.0,flat,0,leasehold,1 bed flat for sale,51.50452,-0.335234,47.0,1,1,1,2021-06-29,349950.0,1,0,1,Boston Manor,935,13,"[3, 0, 0, 1]"
13706,13706,13706,Ealing,2021-06-29,Savills - Ealing,1,"Byron Road, London W5",0,0,pre-owned,1250000.0,terraced,0,freehold,6 bed terraced house for sale,51.510465,-0.286596,196.0,6,2,2,2021-06-29,1250000.0,1,0,1,Ealing Common,125,4,"[4, 0, 0, 4]"
13707,13707,13707,Ealing,2021-06-29,Doyle Sales & Lettings,1,"Oaklands Road, Hanwell W7",0,0,pre-owned,650000.0,end_terrace,0,freehold,2 bed end terrace house for sale,51.504815,-0.331651,97.0,2,1,2,2021-06-29,650000.0,1,1,1,Boston Manor,914,11,"[2, 1, 0, 1]"
13708,13708,13708,Ealing,2021-06-29,"Purplebricks, Head Office",1,"West Gate, Ealing W5",0,0,new,600000.0,flat,0,leasehold,2 bed flat for sale,51.531289,-0.295733,75.0,2,2,1,2021-06-29,600000.0,1,0,0,Hanger Lane,397,2,"[0, 1, 0, 0]"
13709,13709,13709,Ealing,2021-06-29,Notting Hill Genesis - Oaklands Rise,1,"Old Oak Common Lane, London NW10",0,1,new,209200.0,flat,0,share_of_freehold,2 bed flat for sale,51.527359,-0.249447,79.0,2,2,1,2021-06-29,209200.0,1,0,1,Willesden Junction,579,1,"[0, 0, 0, 0]"
13710,13710,13710,Ealing,2021-06-29,Notting Hill Genesis - Oaklands Rise,1,"Old Oak Common Lane, London NW10",0,1,new,179200.0,flat,0,share_of_freehold,2 bed flat for sale,51.527359,-0.249447,64.0,2,1,1,2021-06-29,179200.0,1,1,1,Willesden Junction,579,1,"[0, 0, 0, 0]"
13711,13711,13711,Ealing,2021-06-29,Notting Hill Genesis - Oaklands Rise,1,"Old Oak Common Lane, London NW10",0,1,new,108250.0,flat,0,share_of_freehold,2 bed flat for sale,51.527359,-0.249447,64.0,2,1,1,2021-06-29,108250.0,1,1,1,Willesden Junction,579,1,"[0, 0, 0, 0]"
13712,13712,13712,Ealing,2021-06-29,Notting Hill Genesis - Oaklands Rise,1,"Old Oak Common Lane, London NW10",0,1,new,108250.0,flat,0,share_of_freehold,2 bed flat for sale,51.527359,-0.249447,64.0,2,1,1,2021-06-29,108250.0,1,1,1,Willesden Junction,579,1,"[0, 0, 0, 0]"
13713,13713,13713,Ealing,2021-06-29,Aston Rowe,0,"Newburgh Road, London W3",0,0,pre-owned,425000.0,flat,0,leasehold,1 bed flat for sale,51.508916,-0.268937,52.0,1,1,1,2021-06-29,425000.0,0,0,1,Acton Town,822,12,"[3, 0, 0, 1]"
13714,13714,13714,Ealing,2021-06-29,Catalyst - Resales,0,"Cubitt Square, Southall UB2",0,1,pre-owned,187500.0,flat,0,leasehold,1 bed flat for sale,51.507714,-0.354469,37.0,1,1,0,2021-06-29,187500.0,0,1,0,Upminster,2097,0,"[0, 1, 0, 0]"
13715,13715,13715,Ealing,2021-06-28,Gibbs Gillespie - Harrow,1,"Stroud Gate, Harrow, Middlesex HA2",0,0,pre-owned,465000.0,flat,0,leasehold,2 bed flat for sale,51.5581,-0.3594,143.0,2,1,1,2021-06-28,465000.0,0,1,1,South Harrow,741,6,"[2, 1, 0, 2]"
13716,13716,13716,Ealing,2021-06-28,Gibbs Gillespie - Harrow,1,"Stroud Gate, Harrow, Middlesex HA2",0,0,pre-owned,350000.0,maisonette,0,leasehold,2 bed maisonette for sale,51.55833,-0.359844,63.0,2,1,1,2021-06-28,350000.0,0,1,0,South Harrow,712,7,"[2, 2, 0, 3]"
13717,13717,13717,Ealing,2021-06-28,Appartel,0,"King Edward's Gardens, Ealing, London W3",0,0,pre-owned,735000.0,detached,0,freehold,1 bed detached house for sale,51.507827,-0.28266,142.0,1,2,1,2021-06-28,735000.0,0,0,1,Upminster,373,8,"[8, 1, 1, 4]"
13718,13718,13718,Ealing,2021-06-28,The Modern House,0,"St. Elmo Road, London W12",0,0,pre-owned,925000.0,flat,0,leasehold,4 bed flat for sale,51.50616,-0.2461,116.0,4,2,0,2021-06-28,925000.0,1,0,0,Upminster,1214,11,"[6, 2, 0, 4]"
