,level_0,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
11900,11900,11900,Barnet,2021-03-12,Tab Property Management,0,"Vivian Way, London NW4",0,0,pre-owned,202500.0,flat,1,leasehold,1 bed flat for sale,51.58244,-0.227901,31.0,1,1,1,2021-03-12,202500.0,0,1,0,Hendon Central,271,1,"[2, 0, 0, 1]"
11901,11901,11901,Barnet,2021-03-12,DRE Residential,1,"Beaufort Park, Aerodrome Road, Colindale NW9",0,0,new,554950.0,flat,0,leasehold,2 bed flat for sale,51.595439,-0.243812,73.0,2,2,1,2021-03-12,554950.0,1,0,1,Colindale,379,3,"[5, 2, 0, 3]"
11902,11902,11902,Barnet,2021-03-11,Winkworth Kingsbury,1,"Farnsworth Drive, Edgware HA8",0,0,pre-owned,445000.0,flat,0,leasehold,2 bed flat for sale,51.619494,-0.289513,58.0,2,1,1,2021-03-11,450000.0,0,1,1,Upminster,833,0,"[3, 0, 0, 0]"
11903,11903,11903,Barnet,2021-03-11,Roundtree Real Estate,1,"Finchley Lane, Hendon NW4",0,0,new,530000.0,flat,0,leasehold,2 bed flat for sale,51.590148,-0.21676,50.0,2,2,1,2021-03-11,530000.0,0,1,1,Hendon Central,1005,4,"[6, 1, 0, 1]"
11904,11904,11904,Barnet,2021-03-11,Dreamview Estates,0,"Finchley Lane, London NW4",0,0,pre-owned,540000.0,flat,0,leasehold,2 bed flat for sale,51.590148,-0.21676,67.0,2,2,1,2021-03-11,540000.0,0,1,1,Hendon Central,1005,4,"[6, 1, 0, 1]"
11905,11905,11905,Barnet,2021-03-11,Dreamview Estates,0,"Finchley Lane, London NW4",0,0,pre-owned,375000.0,flat,0,leasehold,1 bed flat for sale,51.590148,-0.21676,40.0,1,0,1,2021-03-11,375000.0,0,1,1,Hendon Central,1005,4,"[6, 1, 0, 1]"
11906,11906,11906,Barnet,2021-03-11,Dreamview Estates,0,"Finchley Lane, London NW4",0,0,pre-owned,540000.0,flat,0,leasehold,2 bed flat for sale,51.590148,-0.21676,64.0,2,2,1,2021-03-11,540000.0,0,1,1,Hendon Central,1005,4,"[6, 1, 0, 1]"
11907,11907,11907,Barnet,2021-03-11,Chancellors - Barnet,0,"New Barnet, Hertfordshire EN5",0,0,pre-owned,225000.0,flat,0,leasehold,1 bed flat for sale,51.652,-0.18,41.0,1,1,1,2021-03-11,225000.0,0,0,0,High Barnet,1027,3,"[3, 0, 0, 0]"
11908,11908,11908,Barnet,2021-03-11,Abacus Estates - West Hampstead,0,"Hammers Lane, Mill Hill NW7",0,0,pre-owned,325000.0,flat,0,leasehold,1 bed flat for sale,51.616761,-0.236549,42.0,1,1,1,2021-03-11,350000.0,0,0,0,Upminster,2015,0,"[5, 1, 0, 0]"
11909,11909,11909,Barnet,2021-03-11,TK International,0,"West Heath Close, Hampstead NW3",0,0,pre-owned,4750000.0,Other,0,Other,8 bed property for sale,51.562088,-0.192999,433.0,8,6,4,2021-03-11,4750000.0,1,1,1,Golders Green,1132,4,"[5, 0, 0, 1]"
11910,11910,11910,Barnet,2021-03-11,Orient Estates,1,"Wenlock Gardens, London NW4",0,0,pre-owned,287000.0,flat,0,leasehold,1 bed flat for sale,51.588496,-0.23357,43.0,1,1,1,2021-03-11,293000.0,0,1,0,Hendon Central,801,1,"[8, 0, 0, 0]"
11911,11911,11911,Barnet,2021-03-11,Dreamview Estates,0,"Finchley Lane, London NW4",0,0,pre-owned,530000.0,flat,0,leasehold,2 bed flat for sale,51.590148,-0.21676,60.0,2,2,1,2021-03-11,530000.0,0,1,1,Hendon Central,1005,4,"[6, 1, 0, 1]"
11912,11912,11912,Barnet,2021-03-10,Lock8 Estates Ltd,0,"Lismore Boulevard, London NW9",0,0,pre-owned,345000.0,flat,0,leasehold,1 bed flat for sale,51.593723,-0.243607,50.0,1,1,1,2021-03-10,350000.0,1,0,0,Colindale,980,3,"[5, 2, 0, 3]"
11913,11913,11913,Barnet,2021-03-10,Ellis & Co - Golders Green,1,"Cricklewood Lane, London NW2",0,0,pre-owned,550000.0,flat,0,share_of_freehold,3 bed flat for sale,51.561666,-0.202187,91.0,3,2,1,2021-03-10,570000.0,0,1,0,Golders Green,1144,6,"[4, 1, 0, 1]"
11914,11914,11914,Barnet,2021-03-10,Douglas Martin Estate Agents,1,"Southbourne Court, The Hyde, London NW9",0,0,pre-owned,319950.0,flat,0,Other,2 bed flat for sale,51.596801,-0.262552,51.0,2,1,1,2021-03-10,319950.0,0,0,0,Burnt Oak,690,2,"[1, 0, 0, 4]"
11915,11915,11915,Barnet,2021-03-10,Glentree,1,"Crossways, The Bishops Avenue N2",0,0,new,2300000.0,flat,0,freehold,3 bed flat for sale,51.584186,-0.167887,152.0,3,2,0,2021-03-10,2300000.0,0,1,1,East Finchley,434,1,"[1, 1, 1, 0]"
11916,11916,11916,Barnet,2021-03-10,Austin Chambers & Co,0,"Goldsmith Road, London N11",0,0,pre-owned,675000.0,terraced,0,leasehold,3 bed terraced house for sale,51.615383,-0.154628,100.0,3,1,2,2021-03-10,675000.0,0,1,1,Arnos Grove,1176,1,"[4, 0, 0, 1]"
11917,11917,11917,Barnet,2021-03-09,Roundtree Real Estate,1,"Finchley Lane, Hendon NW4",0,0,new,540000.0,flat,0,leasehold,2 bed flat for sale,51.590148,-0.21676,59.0,2,1,1,2021-03-09,540000.0,0,1,1,Hendon Central,1005,4,"[6, 1, 0, 1]"
11918,11918,11918,Barnet,2021-03-09,Martyn Gerrard - Land & New Homes,1,"Beaufort Park, Aerodrome Road, London NW9",0,0,new,564950.0,flat,0,leasehold,2 bed flat for sale,51.595514,-0.24339,70.0,2,2,1,2021-03-09,564950.0,1,1,0,Colindale,549,3,"[6, 2, 0, 2]"
