,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant
0,0,Camden,2021-06-30,Savills - Margaret Street RDS,1,"Postmark, Mount Pleasant, London WC1X",0,0,new,1330000.0,flat,0,leasehold,2 bed flat for sale,51.523426,-0.112205,85.0,2,2,1,2021-06-30,1330000.0,1,0,0,Chancery Lane,455,101
1,1,Camden,2021-06-30,TK International,0,"Holly Bush Vale, Hampstead Village NW3",0,0,pre-owned,695000.0,flat,0,Other,1 bed flat for sale,51.556667,-0.179551,47.0,1,1,1,2021-06-30,695000.0,0,1,1,Hampstead,127,30
2,2,Camden,2021-06-30,Knight Frank - Hampstead Sales,0,"Frognal Lane, London NW3",0,0,pre-owned,595000.0,flat,0,Other,1 bed flat for sale,51.55354,-0.187055,49.0,1,1,1,2021-06-30,595000.0,0,0,1,West Hampstead,759,9
3,3,Camden,2021-06-30,Barnard Marcus - Auctions,0,"Cosway Street, London NW1",0,0,pre-owned,1750000.0,block_of_flats,1,leasehold,7 bed block of flats for sale,51.521541,-0.165689,234.0,7,7,0,2021-06-30,1750000.0,0,0,1,Edgware Road (B),288,66
4,4,Camden,2021-06-30,Amberden Estates,0,"Parliament Hill, London NW3",0,0,pre-owned,4995000.0,semi_detached,0,freehold,7 bed semi-detached house for sale,51.556968,-0.162663,321.0,7,2,0,2021-06-30,4995000.0,1,0,1,Belsize Park,792,14
5,5,Camden,2021-06-30,Heathgate,0,"North Villas, Camden NW1",0,0,pre-owned,695000.0,flat,0,freehold,2 bed flat for sale,51.546977,-0.129251,71.0,2,1,1,2021-06-30,695000.0,1,0,0,Caledonian Road,754,10
6,6,Camden,2021-06-30,Stones Residential,1,"Eton Avenue, Belsize Park, London NW3",0,0,pre-owned,2000000.0,flat,0,share_of_freehold,3 bed flat for sale,51.544624,-0.169279,186.0,3,2,1,2021-06-30,2000000.0,0,0,1,Swiss Cottage,312,4
7,7,Camden,2021-06-30,TK International,0,"Garden Flat, South Hill Park, Hampstead Heath NW3",0,0,pre-owned,2600000.0,flat,0,Other,3 bed flat for sale,51.557514,-0.163832,192.0,3,3,1,2021-06-30,2600000.0,0,0,1,Belsize Park,790,14
8,8,Camden,2021-06-30,Heathgate,0,"Heath Drive, London NW3",0,0,pre-owned,1675000.0,flat,0,Other,3 bed flat for sale,51.557137,-0.189328,128.0,3,2,1,2021-06-30,1675000.0,0,1,0,Chesham,776,1
9,9,Camden,2021-06-30,Knight Frank - Belsize Park Sales,0,"Quickswood, London NW3",0,0,pre-owned,1950000.0,flat,0,Other,4 bed flat for sale,51.54324,-0.163764,169.0,4,2,2,2021-06-30,1950000.0,1,1,1,Chesham,586,14
10,10,Camden,2021-06-29,CBRE,0,"Shaftesbury Avenue, Covent Garden WC2H",0,0,pre-owned,850000.0,flat,0,Other,1 bed flat for sale,51.514877,-0.127533,57.0,1,1,1,2021-06-29,850000.0,0,0,0,Leicester Square,347,542
11,11,Camden,2021-06-29,The Modern House,0,"Leverton Place, London NW5",0,0,pre-owned,1650000.0,terraced,0,freehold,4 bed terraced house for sale,51.551312,-0.140389,153.0,4,4,0,2021-06-29,1650000.0,1,0,0,Kentish Town,114,31
12,12,Camden,2021-06-29,ML Estates,0,"Princes Court, Shoot Up Hill, Kilburn NW2",0,0,pre-owned,550000.0,flat,0,leasehold,2 bed flat for sale,51.550847,-0.208882,78.0,2,1,2,2021-06-29,550000.0,0,0,1,Kilburn,477,15
13,13,Camden,2021-06-29,Dexters - West Hampstead,1,"Finchley Road, London NW3",0,0,pre-owned,1075000.0,flat,0,share_of_freehold,3 bed flat for sale,51.551603,-0.185401,93.0,3,1,1,2021-06-29,1075000.0,0,0,1,Finchley Road,525,21
14,14,Camden,2021-06-29,Hadleigh Residential,0,"Howitt Close, Howitt Road, London NW3",0,0,pre-owned,550000.0,flat,0,Other,1 bed flat for sale,51.547698,-0.166869,50.0,1,1,1,2021-06-29,550000.0,0,0,0,Belsize Park,295,14
15,15,Camden,2021-06-29,Living Residential,0,"Mackellar House, Burgess Hill, London NW2",0,0,pre-owned,500000.0,flat,0,leasehold,3 bed flat for sale,51.558898,-0.197651,81.0,3,1,1,2021-06-29,500000.0,1,0,1,Upminster,1169,4
16,16,Camden,2021-06-29,Wayne and Silver,0,"Greencroft Gardens, London NW6",0,0,pre-owned,665000.0,flat,0,Other,2 bed flat for sale,51.544049,-0.18311,68.0,2,2,1,2021-06-29,665000.0,0,0,0,Finchley Road,357,22
17,17,Camden,2021-06-29,Dexters - Dartmouth Park,0,"Burghley Road, London NW5",0,0,pre-owned,2325000.0,Other,0,freehold,4 bed property for sale,51.553701,-0.142474,226.0,4,2,2,2021-06-29,2325000.0,1,0,0,Kentish Town,339,28
18,18,Camden,2021-06-29,London Residential - Camden Town,0,"Ferdinand Street, Camden, London NW1",0,0,pre-owned,1950000.0,terraced,0,Other,4 bed terraced house for sale,51.543986,-0.150453,279.0,4,4,2,2021-06-29,1950000.0,0,0,0,Chalk Farm,214,59
19,19,Camden,2021-06-29,Goldschmidt & Howland - Hampstead,0,"Eton Villas, Belsize Park, London NW3",0,0,pre-owned,3250000.0,semi_detached,0,freehold,5 bed semi-detached house for sale,51.545626,-0.158239,226.0,5,2,4,2021-06-29,3250000.0,0,1,1,Chalk Farm,341,21
20,20,Camden,2021-06-29,Heathgate,0,"Brookfields, Highgate West Hill N6",0,0,pre-owned,1700000.0,flat,0,Other,4 bed flat for sale,51.56195,-0.150164,148.0,4,2,1,2021-06-29,1700000.0,0,0,1,Tufnell Park,963,6
21,21,Camden,2021-06-28,Benham and Reeves - Hampstead,0,"Rosemont Road, Hampstead, London NW3",0,0,pre-owned,925000.0,Other,0,freehold,4 bed property for sale,51.548982,-0.183365,160.0,4,2,1,2021-06-28,925000.0,0,0,0,Finchley Road,366,20
22,22,Camden,2021-06-28,Paramount,0,"Shoot Up Hill, Kilburn NW2",0,0,pre-owned,525000.0,flat,0,leasehold,3 bed flat for sale,51.549414,-0.205876,93.0,3,1,2,2021-06-28,525000.0,0,1,1,Kilburn,234,13
23,23,Camden,2021-06-28,Buchanan Rae Wilson,0,"Mansfield Road, Hampstead, London NW3",0,0,pre-owned,550000.0,flat,0,share_of_freehold,2 bed flat for sale,51.554306,-0.154043,49.0,2,1,1,2021-06-28,550000.0,0,0,0,Chesham,779,2
24,24,Camden,2021-06-28,Hamptons - Belsize Park Sales,0,"Huxley House, 32 Lawn Road, London NW3",0,0,pre-owned,825000.0,flat,0,leasehold,2 bed flat for sale,51.552802,-0.161709,0.0,2,2,1,2021-06-28,825000.0,1,0,0,Belsize Park,389,24
25,25,Camden,2021-06-28,Savills - Margaret Street RDS,1,"Agar Place, London NW1",0,0,new,795000.0,flat,0,leasehold,2 bed flat for sale,51.542045,-0.134984,74.0,2,2,1,2021-06-28,795000.0,1,0,1,Camden Town,505,38
26,26,Camden,2021-06-28,Savills - Margaret Street RDS,1,"Agar Place, London NW1",0,0,new,590000.0,flat,0,leasehold,1 bed flat for sale,51.542045,-0.134984,59.0,1,1,1,2021-06-28,590000.0,1,0,1,Camden Town,505,38
27,27,Camden,2021-06-28,David Astburys,0,"Malden Road, Kentish Town, London NW5",0,0,pre-owned,550000.0,flat,0,Other,1 bed flat for sale,51.549301,-0.155266,54.0,1,1,1,2021-06-28,550000.0,1,0,1,Chalk Farm,617,14
28,28,Camden,2021-06-28,Goldschmidt & Howland - Hampstead,0,"Prince Arthur Road, Hampstead Village, London NW3",0,0,pre-owned,2250000.0,semi_detached,0,freehold,3 bed semi-detached house for sale,51.553612,-0.178103,117.0,3,1,1,2021-06-28,2250000.0,1,0,1,Hampstead,303,32
29,29,Camden,2021-06-28,Parkheath - West & South Hampstead,0,"West End Lane, London NW6",0,0,pre-owned,600000.0,flat,0,Other,1 bed flat for sale,51.552253,-0.192055,75.0,1,1,1,2021-06-28,600000.0,0,0,0,West Hampstead,469,9
30,30,Camden,2021-06-28,Hadleigh Residential,0,"Haverstock Hill, London NW3",0,0,pre-owned,425000.0,flat,0,Other,1 bed flat for sale,51.548179,-0.160846,31.0,1,1,1,2021-06-28,425000.0,0,0,0,Belsize Park,282,16
31,31,Camden,2021-06-28,Hadleigh Residential,0,"Belsize Grove, London NW3",0,0,pre-owned,499950.0,flat,0,Other,1 bed flat for sale,51.5485,-0.165391,46.0,1,1,1,2021-06-28,499950.0,0,0,1,Belsize Park,191,19
32,32,Camden,2021-06-28,Hotblack Desiato,0,"College Place, London NW1",0,0,pre-owned,650000.0,flat,0,Other,2 bed flat for sale,51.5373,-0.137004,78.0,2,2,1,2021-06-28,650000.0,0,1,0,Chesham,413,63
33,33,Camden,2021-06-27,Portico - Camden,0,"Oakley Square, London NW1",0,0,pre-owned,499950.0,flat,0,leasehold,2 bed flat for sale,51.533877,-0.134842,76.0,2,0,0,2021-06-27,499950.0,1,0,0,Mornington Crescent,344,43
34,34,Camden,2021-06-26,Keatons - Kentish Town,1,"Cliff Court, Cliff Road, London NW1",0,0,pre-owned,285000.0,studio,0,leasehold,Studio for sale,51.547447,-0.129196,25.0,0,1,1,2021-06-26,285000.0,0,1,0,Caledonian Road,777,10
35,35,Camden,2021-06-26,London Habitat,0,"Rose Joan Mews, London NW6",0,0,pre-owned,1150000.0,mews,0,freehold,3 bed mews house for sale,51.554799,-0.19613,130.0,3,3,1,2021-06-26,1150000.0,1,0,1,West Hampstead,826,7
36,36,Camden,2021-06-26,Next Property,0,"Leather Lane, Farringdon EC1N",0,0,pre-owned,1800000.0,block_of_flats,0,freehold,Block of flats for sale,51.521463,-0.10985,154.0,0,1,1,2021-06-26,1800000.0,1,0,0,Chancery Lane,342,120
37,37,Camden,2021-06-25,Hamptons - City Sales,1,"Woburn Court, Bernard Street, London WC1N",0,0,pre-owned,1250000.0,flat,0,share_of_freehold,3 bed flat for sale,51.523102,-0.125512,109.0,3,2,1,2021-06-25,1250000.0,0,1,0,Russell Square,68,74
38,38,Camden,2021-06-25,Savills - Marylebone & Fitzrovia,0,"Goodge Street, Fitzrovia, London W1T",0,0,pre-owned,1350000.0,flat,0,leasehold,2 bed flat for sale,51.519069,-0.136125,76.0,2,2,1,2021-06-25,1350000.0,1,0,0,Goodge Street,201,239
39,39,Camden,2021-06-25,The Cloister,0,"Warren Street, London W1T",0,0,pre-owned,1450000.0,flat,0,Other,5 bed flat for sale,51.52419,-0.13864,116.0,5,3,1,2021-06-25,1450000.0,0,0,0,Warren Street,101,116
40,40,Camden,2021-06-25,Keatons - Kentish Town,0,"Rhyl Street, London NW5",0,0,pre-owned,475000.0,flat,0,leasehold,1 bed flat for sale,51.547714,-0.150589,57.0,1,1,1,2021-06-25,475000.0,0,0,1,Chalk Farm,533,23
41,41,Camden,2021-06-25,Vita Properties,0,"Priory Terrace, South Hampstead, London NW6",0,0,pre-owned,775000.0,land,0,freehold,Land for sale,51.539833,-0.189541,148.0,3,3,1,2021-06-25,775000.0,0,1,1,Kilburn Park,491,30
42,42,Camden,2021-06-25,Wayne and Silver,0,"Redington Gardens, London NW3",0,0,pre-owned,1450000.0,flat,0,Other,4 bed flat for sale,51.558259,-0.186817,140.0,4,2,2,2021-06-25,1450000.0,1,0,1,Hampstead,682,0
43,43,Camden,2021-06-25,Keatons - Kentish Town,0,"Grafton Terrace, Kentish Town, London NW5",0,0,pre-owned,500000.0,flat,0,leasehold,1 bed flat for sale,51.549714,-0.154229,43.0,1,1,1,2021-06-25,500000.0,1,0,1,Chalk Farm,662,10
44,44,Camden,2021-06-25,TK International,0,"Spaniards End, Hampstead NW3",0,0,pre-owned,7750000.0,Other,0,Other,5 bed property for sale,51.570152,-0.175911,418.0,5,4,4,2021-06-25,7750000.0,0,1,1,Hampstead,1198,2
45,45,Camden,2021-06-25,Parkheath - West & South Hampstead,0,"Fairhazel Gardens, London NW6",0,0,pre-owned,900000.0,flat,0,Other,3 bed flat for sale,51.542114,-0.18044,99.0,3,2,1,2021-06-25,900000.0,1,0,0,Finchley Road,515,13
46,46,Camden,2021-06-25,Gravitas Residential,0,"Princess Park Apartments, Prince Of Wales Road, Kentish Town NW5",0,0,pre-owned,485000.0,flat,0,Other,1 bed flat for sale,51.546398,-0.146726,47.0,1,1,1,2021-06-25,485000.0,1,0,0,Chalk Farm,501,57
