,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant
14000,14000,Ealing,2021-06-01,Sinton Andrews,0,"Somerset Road, London W13",0,0,pre-owned,475000.0,flat,0,freehold,2 bed flat for sale,51.508148,-0.315304,66.0,2,1,1,2021-06-01,475000.0,0,0,0,Upminster,869,30
14001,14001,Ealing,2021-06-01,Northfields - Ealing Broadway,0,"Longfield Avenue, London W5",0,1,pre-owned,118750.0,flat,0,Other,1 bed flat for sale,51.513894,-0.305882,49.0,1,1,1,2021-06-01,118750.0,1,0,0,Ealing Broadway,329,49
14002,14002,Ealing,2021-06-01,Northfields - Ealing Broadway,0,"Longfield Avenue, London W5",0,0,pre-owned,475000.0,flat,0,Other,1 bed flat for sale,51.513894,-0.305882,49.0,1,1,1,2021-06-01,475000.0,1,0,0,Ealing Broadway,329,49
14003,14003,Ealing,2021-06-01,Northfields - Ealing Broadway,0,"Longfield Avenue, London W5",0,0,pre-owned,500000.0,flat,0,Other,1 bed flat for sale,51.513894,-0.305882,49.0,1,1,1,2021-06-01,500000.0,1,0,0,Ealing Broadway,329,49
14004,14004,Ealing,2021-06-01,Northfields - Ealing Broadway,0,"Longfield Avenue, London W5",0,1,pre-owned,250000.0,flat,0,Other,1 bed flat for sale,51.513894,-0.305882,49.0,1,1,1,2021-06-01,250000.0,1,0,0,Ealing Broadway,329,49
14005,14005,Ealing,2021-06-01,Pioneer Property Group,1,"Merrick Road, Southall, London UB2",0,0,new,401000.0,flat,0,leasehold,2 bed flat for sale,51.504985,-0.377434,70.0,2,2,1,2021-06-01,401000.0,0,0,0,Upminster,3009,3
14006,14006,Ealing,2021-06-01,Pioneer Property Group,1,"Merrick Road, Southall, London UB2",0,0,new,310000.0,flat,0,leasehold,1 bed flat for sale,51.504985,-0.377434,51.0,1,1,1,2021-06-01,310000.0,0,0,0,Upminster,3009,3
14007,14007,Ealing,2021-06-01,Helliwell & Co,0,"Audley Road, Ealing W5",0,0,pre-owned,1699950.0,detached,0,Other,6 bed detached house for sale,51.52095,-0.290655,245.0,6,6,2,2021-06-01,1650000.0,0,1,1,North Ealing,483,4
14008,14008,Ealing,2021-06-01,Aston Rowe,1,"High Street, London W3",0,0,pre-owned,350000.0,flat,0,leasehold,2 bed flat for sale,51.507226,-0.270577,59.0,2,1,1,2021-06-01,350000.0,0,0,0,Acton Town,664,13
14009,14009,Ealing,2021-06-01,Dexters - Acton,1,"Spencer Road, London W3",0,0,pre-owned,325000.0,flat,0,share_of_freehold,1 bed flat for sale,51.509634,-0.267686,43.0,1,1,1,2021-06-01,349950.0,0,0,1,Acton Town,945,11
14010,14010,Ealing,2021-05-31,Pioneer Property Group,1,"Hanger Hill, Ealing, London W5",0,0,new,325000.0,flat,0,leasehold,1 bed flat for sale,51.531289,-0.295733,33.0,1,1,1,2021-05-31,325000.0,0,0,0,Hanger Lane,397,2
14011,14011,Ealing,2021-05-31,Pioneer Property Group,1,"Hanger Hill, Ealing, London W5",0,0,new,545000.0,flat,0,leasehold,2 bed flat for sale,51.531289,-0.295733,67.0,2,2,1,2021-05-31,545000.0,0,0,0,Hanger Lane,397,2
14012,14012,Ealing,2021-05-31,Pioneer Property Group,1,"Hanger Hill, Ealing, London W5",0,0,new,390000.0,flat,0,leasehold,1 bed flat for sale,51.531289,-0.295733,51.0,1,1,1,2021-05-31,390000.0,0,0,0,Hanger Lane,397,2
14013,14013,Ealing,2021-05-30,Aston Rowe,0,"Derwentwater Road, London W3",0,0,pre-owned,1250000.0,semi_detached,0,freehold,6 bed semi-detached house for sale,51.508805,-0.270052,189.0,6,3,3,2021-05-30,1250000.0,0,0,1,Acton Town,777,14
