,level_0,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
11500,11500,11500,Barnet,2021-05-11,Living Residential,0,"Earslwood Court, Lacey Drive, Edgware HA8",0,0,pre-owned,435000.0,flat,0,leasehold,2 bed flat for sale,51.620784,-0.288769,70.0,2,2,1,2021-05-11,439950.0,1,1,0,Stanmore,866,0,"[3, 0, 0, 0]"
11501,11501,11501,Barnet,2021-05-11,Squires Estates,1,"Bridge Lane, Golders Green, London NW11",0,0,pre-owned,699950.0,flat,0,share_of_freehold,4 bed flat for sale,51.585943,-0.21016,111.0,4,2,1,2021-05-11,699950.0,0,0,0,Brent Cross,864,0,"[5, 0, 0, 0]"
11502,11502,11502,Barnet,2021-05-11,Redrow - Colindale Gardens,1,"Colindale Avenue, London NW9",0,0,new,300000.0,flat,0,leasehold,1 bed flat for sale,51.595366,-0.249127,40.0,1,1,0,2021-05-11,300000.0,1,0,1,Colindale,77,4,"[3, 1, 0, 3]"
11503,11503,11503,Barnet,2021-05-11,Redrow - Colindale Gardens,1,"Colindale Avenue, London NW9",0,0,new,357500.0,flat,0,leasehold,1 bed flat for sale,51.595366,-0.249127,47.0,1,1,0,2021-05-11,357500.0,1,0,1,Colindale,77,4,"[3, 1, 0, 3]"
11504,11504,11504,Barnet,2021-05-11,Heathgate,0,"Hodford Road, Golders Hill NW11",0,0,pre-owned,450000.0,flat,0,Other,2 bed flat for sale,51.574846,-0.203633,64.0,2,1,1,2021-05-11,475000.0,0,1,1,Golders Green,663,5,"[4, 2, 0, 1]"
11505,11505,11505,Barnet,2021-05-11,Douglas Martin Estate Agents,0,"Brentwood Lodge, Holmdale Gardens, London NW4",0,0,pre-owned,699950.0,flat,0,Other,3 bed flat for sale,51.584255,-0.21301,87.0,3,3,1,2021-05-11,699950.0,1,0,0,Upminster,733,1,"[5, 0, 0, 1]"
11506,11506,11506,Barnet,2021-05-11,Richard James Estate Agents,0,"The Fairway, London NW7",0,0,pre-owned,459995.0,maisonette,0,freehold,4 bed maisonette for sale,51.626769,-0.256215,107.0,4,2,1,2021-05-11,459995.0,0,0,1,Edgware,1852,0,"[5, 0, 0, 0]"
11507,11507,11507,Barnet,2021-05-11,Barratt London - Millbrook Park,1,"""Ivy Apartments"" at Bittacy Hill, London NW7",0,0,new,575000.0,flat,0,leasehold,2 bed flat for sale,51.608288,-0.209825,75.0,2,2,1,2021-05-11,575000.0,1,1,1,Mill Hill East,41,0,"[1, 1, 0, 1]"
11508,11508,11508,Barnet,2021-05-11,Lowthers,1,"Kingsway, North Finchley N12",0,0,pre-owned,390000.0,flat,0,leasehold,2 bed flat for sale,51.612815,-0.17673,73.0,2,2,1,2021-05-11,390000.0,1,1,0,Woodside Park,838,8,"[4, 2, 0, 5]"
11509,11509,11509,Barnet,2021-05-10,Pioneer Property Group,1,"Aerodrome Road, Colindale, London NW9",0,0,new,515000.0,flat,0,leasehold,2 bed flat for sale,51.595514,-0.24339,72.0,2,2,1,2021-05-10,515000.0,0,1,0,Colindale,549,3,"[6, 2, 0, 2]"
