,level_0,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
14300,14300,14300,Ealing,2021-04-15,Townends - Ealing,1,"Bond Street, London W5",0,0,pre-owned,675000.0,flat,0,leasehold,4 bed flat for sale,51.51209,-0.30568,139.0,4,2,1,2021-04-15,675000.0,0,0,0,Ealing Broadway,448,49,"[19, 4, 1, 8]"
14301,14301,14301,Ealing,2021-04-15,Amber & Co Ltd,0,"Bromyard Avenue, Acton W3",0,0,pre-owned,399995.0,flat,0,leasehold,2 bed flat for sale,51.507546,-0.250867,50.0,2,1,1,2021-04-15,399995.0,0,1,1,Upminster,1174,13,"[6, 2, 0, 3]"
14302,14302,14302,Ealing,2021-04-14,DRE Residential,1,"The West Works, Merrick Road, Southall UB2",0,0,new,496000.0,flat,0,leasehold,3 bed flat for sale,51.50468,-0.376062,98.0,3,2,1,2021-04-14,496000.0,1,0,1,Upminster,2891,3,"[8, 1, 0, 3]"
14303,14303,14303,Ealing,2021-04-14,DRE Residential,1,"The West Works, Merrick Road, Southall UB2",0,0,new,406000.0,flat,0,leasehold,2 bed flat for sale,51.50468,-0.376062,70.0,2,2,1,2021-04-14,406000.0,1,0,1,Upminster,2891,3,"[8, 1, 0, 3]"
14304,14304,14304,Ealing,2021-04-14,Ernest-Brooks International,1,"Chapman House, Filmworks, Ealing W5",0,0,new,600000.0,flat,0,leasehold,1 bed flat for sale,51.512472,-0.306845,62.0,1,1,1,2021-04-14,657600.0,1,1,0,Ealing Broadway,413,48,"[19, 3, 1, 8]"
14305,14305,14305,Ealing,2021-04-14,L&Q - Regency Heights,1,"Lakeside Drive, Park Royal NW10",0,1,new,83750.0,flat,0,leasehold,1 bed flat for sale,51.529751,-0.283969,55.0,1,1,0,2021-04-14,83750.0,0,0,1,Park Royal,454,3,"[1, 0, 1, 0]"
14306,14306,14306,Ealing,2021-04-14,Savills - Ealing,0,"Lovelace House, 96-122 Uxbridge Road, London W13",0,0,pre-owned,475000.0,flat,0,leasehold,1 bed flat for sale,51.511624,-0.31634,75.0,1,1,1,2021-04-14,475000.0,0,1,0,Upminster,1114,27,"[1, 2, 1, 8]"
14307,14307,14307,Ealing,2021-04-14,Sinton Andrews,1,"Marchwood Crescent, Ealing W5",0,0,pre-owned,435000.0,flat,0,share_of_freehold,1 bed flat for sale,51.519438,-0.307899,46.0,1,1,1,2021-04-14,435000.0,0,0,0,Ealing Broadway,639,4,"[7, 0, 0, 1]"
14308,14308,14308,Ealing,2021-04-14,Churchill & Mathesons – Acton,0,"Old Oak Road, London W3",0,0,pre-owned,800000.0,semi_detached,0,leasehold,3 bed semi-detached house for sale,51.512828,-0.247692,118.0,3,1,2,2021-04-14,835000.0,0,1,1,East Acton,664,0,"[2, 1, 0, 0]"
14309,14309,14309,Ealing,2021-04-14,Hunters - Northfields,0,"Hartington Road, Ealing W13",0,0,pre-owned,295000.0,flat,0,leasehold,1 bed flat for sale,51.51118,-0.31859,47.0,1,2,1,2021-04-14,320000.0,1,1,0,Northfields,1048,28,"[2, 2, 0, 12]"
14310,14310,14310,Ealing,2021-04-13,Winkworth - Ealing & Acton,1,"Twyford Avenue, London W3",0,0,pre-owned,649950.0,flat,0,leasehold,3 bed flat for sale,51.511794,-0.281531,93.0,3,2,1,2021-04-13,695000.0,0,0,0,Upminster,502,7,"[9, 0, 1, 4]"
14311,14311,14311,Ealing,2021-04-13,Hiltons Estates,0,"Longhook Gardens, Northolt UB5",0,0,pre-owned,699950.0,semi_detached,0,Other,6 bed semi-detached house for sale,51.534099,-0.408208,181.0,6,3,1,2021-04-13,599950.0,0,1,1,South Ruislip,2769,0,"[5, 0, 0, 0]"
14312,14312,14312,Ealing,2021-04-13,Churchill & Mathesons – Acton,0,"Beechwood Grove, London W3",1,0,pre-owned,189950.0,flat,0,leasehold,1 bed flat for sale,51.511516,-0.254784,46.0,1,1,1,2021-04-13,170000.0,0,1,1,East Acton,968,0,"[3, 1, 0, 0]"
14313,14313,14313,Ealing,2021-04-12,Aston Rowe,1,"Whelan Road, London W3",0,0,pre-owned,585000.0,flat,0,leasehold,2 bed flat for sale,51.500959,-0.27662,80.0,2,2,1,2021-04-12,585000.0,1,0,1,Acton Town,280,2,"[7, 0, 0, 0]"
14314,14314,14314,Ealing,2021-04-12,Grimshaw & Co,0,"The Ridings, Haymills Estate, Ealing W5",0,0,pre-owned,879000.0,flat,0,Other,4 bed flat for sale,51.527023,-0.289867,133.0,4,0,1,2021-04-12,879000.0,1,1,1,Upminster,371,0,"[1, 0, 0, 0]"
14315,14315,14315,Ealing,2021-04-12,Barnard Marcus - Ealing,0,"Northfield Avenue, London W13",0,0,pre-owned,550000.0,flat,0,share_of_freehold,2 bed flat for sale,51.505053,-0.318989,74.0,2,2,1,2021-04-12,550000.0,0,1,0,Northfields,531,21,"[1, 1, 0, 2]"
