,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
600,600,Westminster,2021-09-20,Foxtons - St John's Wood,0,"Carlton Hill, St John's Wood, London NW8",0,0,pre-owned,399950.0,studio,0,Other,Studio for sale,51.533997,-0.185392,36.0,0,1,1,2021-09-20T14:19:45,425000.0,0,0,0,Maida Vale,402,29,"[6, 3, 0, 2]"
601,601,Westminster,2021-09-20,Foxtons - St John's Wood,0,"Scott Ellis Gardens, St John's Wood, London NW8",0,0,pre-owned,445000.0,flat,0,Other,1 bed flat for sale,51.527613,-0.176723,36.0,1,1,1,2021-09-20T14:19:45,445000.0,0,0,1,Chesham,569,15,"[4, 1, 3, 0]"
602,602,Westminster,2021-09-20,Rokstone Estate Agents,0,"Palgrave Gardens, London NW1",0,0,pre-owned,1150000.0,flat,0,leasehold,2 bed flat for sale,51.525582,-0.163609,84.0,2,2,1,2021-09-20T14:03:20,1150000.0,1,1,1,Marylebone,597,34,"[16, 2, 1, 2]"
603,603,Westminster,2021-09-20,Manors,0,"Transept Street, London NW1",0,0,pre-owned,1950000.0,flat,0,leasehold,3 bed flat for sale,51.519173,-0.167269,149.0,3,2,2,2021-09-20T13:28:22,1950000.0,0,0,0,Edgware Road (B),107,105,"[17, 4, 0, 5]"
604,604,Westminster,2021-09-20,Manors,0,"The Water Gardens, London W2",0,0,pre-owned,850000.0,flat,0,leasehold,2 bed flat for sale,51.517108,-0.168058,68.0,2,2,1,2021-09-20T13:28:22,895000.0,0,0,1,Edgware Road (B),516,104,"[18, 3, 1, 5]"
605,605,Westminster,2021-09-20,Manors,0,"Park Lane, London W1K",0,0,pre-owned,1699995.0,flat,0,leasehold,1 bed flat for sale,51.50783,-0.152694,64.0,1,1,1,2021-09-20T13:26:58,1799995.0,0,1,0,Hyde Park Corner,592,58,"[1, 0, 1, 0]"
606,606,Westminster,2021-09-20,Knight Frank - Hyde Park Sales,0,"Falmouth House, Clarendon Place, London W2",0,0,pre-owned,2650000.0,flat,0,Other,2 bed flat for sale,51.5126,-0.1685,121.0,2,2,1,2021-09-20T13:21:20,2850000.0,1,0,1,Lancaster Gate,467,62,"[7, 1, 1, 3]"
607,607,Westminster,2021-09-20,Cavendish Rowe,0,"Devonshire Terrace, London W2",0,0,pre-owned,635000.0,flat,0,Other,1 bed flat for sale,51.514335,-0.180413,56.0,1,1,1,2021-09-20T12:26:22,635000.0,1,0,1,Chesham,351,71,"[5, 4, 0, 2]"
608,608,Westminster,2021-09-20,Garton Jones - Westminster & Victoria,0,"73 Great Peter Street, Westminster, London SW1P",0,0,pre-owned,1750000.0,flat,0,Other,3 bed flat for sale,51.496696,-0.131395,100.0,3,2,1,2021-09-20T11:49:00,1750000.0,1,0,0,St. James's Park,363,52,"[12, 4, 3, 0]"
609,609,Westminster,2021-09-20,Knightsbridge Estate Agents,0,"Maida Vale, London W9",0,0,pre-owned,1200000.0,flat,0,Other,2 bed flat for sale,51.525124,-0.178087,80.0,2,2,0,2021-09-20T09:53:49,1200000.0,1,1,0,Warwick Avenue,384,34,"[6, 0, 5, 1]"
610,610,Westminster,2021-09-20,Jackson-Stops - Pimlico,1,"Russell House, Cambridge Street, London SW1V",0,0,pre-owned,800000.0,flat,0,leasehold,3 bed flat for sale,51.488704,-0.141411,82.0,3,2,1,2021-09-20T08:48:18,800000.0,0,0,0,Pimlico,575,42,"[7, 4, 0, 3]"
611,611,Westminster,2021-09-19,Strutt & Parker - Notting Hill,0,"Craven Hill Gardens, London W2",0,0,pre-owned,2750000.0,flat,0,leasehold,3 bed flat for sale,51.512628,-0.18287,179.0,3,3,1,2021-09-19T22:25:58,2750000.0,1,0,1,Chesham,549,72,"[4, 4, 1, 4]"
612,612,Westminster,2021-09-18,Savills - Knightsbridge,0,"Lower Belgrave Street, Belgravia, London SW1W",0,0,pre-owned,4975000.0,terraced,0,freehold,5 bed terraced house for sale,51.496874,-0.147922,269.0,5,3,5,2021-09-18T19:18:26,4975000.0,1,0,0,Victoria,286,73,"[4, 3, 4, 3]"
613,613,Westminster,2021-09-18,Jeremy Davidson Property Consultants,0,"Grosvenor Crescent Mews, Belgravia SW1X",0,0,pre-owned,17500000.0,mews,0,freehold,4 bed mews house for sale,51.501999,-0.154184,444.0,4,4,4,2021-09-18T16:33:24,17500000.0,1,1,0,Hyde Park Corner,240,50,"[2, 1, 1, 1]"
614,614,Westminster,2021-09-18,Chancellors - Notting Hill,0,"Porchester Square, London W2",0,0,pre-owned,725000.0,flat,0,leasehold,1 bed flat for sale,51.517773,-0.186224,46.0,1,1,1,2021-09-18T12:48:04,725000.0,1,0,0,Royal Oak,243,49,"[9, 5, 3, 4]"
615,615,Westminster,2021-09-18,Jaffray Estates Ltd,0,"Portman Square, London W1H",0,0,pre-owned,2850000.0,flat,0,leasehold,3 bed flat for sale,51.516452,-0.156021,111.0,3,3,1,2021-09-18T10:58:48,2850000.0,0,0,1,Marble Arch,444,168,"[14, 11, 2, 6]"
616,616,Westminster,2021-09-18,Knight Frank - Hyde Park Sales,0,"171 Sussex Gardens, London W2",0,0,pre-owned,975000.0,flat,0,Other,3 bed flat for sale,51.514416,-0.173413,91.0,3,2,1,2021-09-18T10:09:17,975000.0,0,0,1,Chesham,239,69,"[6, 2, 0, 2]"
617,617,Westminster,2021-09-18,Knight Frank - Hyde Park Sales,0,"171 Sussex Gardens, London W2",0,0,pre-owned,1050000.0,flat,0,Other,3 bed flat for sale,51.514416,-0.173413,100.0,3,2,1,2021-09-18T10:04:46,1050000.0,0,0,1,Chesham,239,69,"[6, 2, 0, 2]"
