,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
1600,1600,Westminster,2021-06-01,LHL Estates,1,"Montagu Square, London W1H",0,0,pre-owned,1300000.0,flat,0,Other,3 bed flat for sale,51.518821,-0.159443,79.0,3,2,1,2021-06-01T14:25:38,1600000.0,0,0,1,Baker Street,481,140,"[18, 4, 1, 6]"
1601,1601,Westminster,2021-06-01,Home & Away Estates,0,"Fingest House, Bernhardt Crescent, London NW8",0,0,pre-owned,490000.0,flat,0,leasehold,3 bed flat for sale,51.525115,-0.167971,93.0,3,1,1,2021-06-01T11:20:46,490000.0,0,0,0,Chesham,576,35,"[16, 3, 2, 2]"
1602,1602,Westminster,2021-06-01,Abaco,0,"Allitsen Road, St Johns Wood NW8",0,0,pre-owned,549000.0,flat,0,leasehold,1 bed flat for sale,51.534048,-0.169656,37.0,1,1,1,2021-06-01T08:34:50,549000.0,0,0,0,St. John's Wood,342,14,"[11, 2, 0, 1]"
1603,1603,Westminster,2021-05-29,Knight Frank - Hyde Park Sales,0,"Hyde Park Square, London W2",0,0,pre-owned,3200000.0,flat,0,Other,4 bed flat for sale,51.51378,-0.170267,150.0,4,3,1,2021-05-29T15:20:46,3400000.0,1,1,1,Chesham,355,79,"[8, 1, 0, 2]"
1604,1604,Westminster,2021-05-29,Knight Frank - Marylebone Sales,0,"Portman Mansions, Chiltern Street, Marylebone, London W1U",0,0,pre-owned,1395000.0,flat,0,Other,2 bed flat for sale,51.521678,-0.156653,77.0,2,2,1,2021-05-29T13:55:18,1499000.0,0,0,0,Baker Street,190,107,"[21, 10, 4, 2]"
1605,1605,Westminster,2021-05-29,JBrown Property UK,0,"204 Great Portland Street, London W1W",0,0,pre-owned,1439063.0,flat,0,leasehold,1 bed flat for sale,51.522488,-0.143611,232.0,1,1,1,2021-05-29T10:38:29,1439063.0,1,1,0,Great Portland Street,140,119,"[6, 27, 2, 2]"
1606,1606,Westminster,2021-05-29,JBrown Property UK,0,"204 Great Portland Street, London W1W",0,0,pre-owned,1565156.0,flat,0,leasehold,1 bed flat for sale,51.522488,-0.143611,232.0,1,1,1,2021-05-29T10:31:37,1565156.0,0,1,0,Great Portland Street,140,119,"[6, 27, 2, 2]"
1607,1607,Westminster,2021-05-28,Benham and Reeves - Beaufort Park,0,"Westmark Tower, Newcastle Place, London W2",0,0,pre-owned,800000.0,flat,0,leasehold,1 bed flat for sale,51.5191320646766,-0.173793691542289,43.0,1,1,1,2021-05-28T22:37:15,800000.0,0,0,1,Edgware Road (C),350,74,"[9, 1, 0, 2]"
1608,1608,Westminster,2021-05-28,Benham and Reeves - Beaufort Park,0,"Westmark Tower, Newcastle Place, London W2",0,0,pre-owned,800000.0,flat,0,leasehold,1 bed flat for sale,51.5191320646766,-0.173793691542289,43.0,1,1,1,2021-05-28T22:37:15,800000.0,0,0,1,Edgware Road (C),350,74,"[9, 1, 0, 2]"
1609,1609,Westminster,2021-05-28,Lets Talk Property,0,"Kensington Gardens Square, London W2",0,0,pre-owned,525000.0,flat,0,Other,1 bed flat for sale,51.513473,-0.189589,40.0,1,1,1,2021-05-28T16:41:37,585000.0,0,0,1,Bayswater,352,91,"[10, 3, 1, 6]"
