,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
27,27,Westminster,2021-10-25,Benham and Reeves - Kensington,0,"Newcastle Place, Paddington W2",0,0,pre-owned,1600000.0,flat,0,leasehold,2 bed flat for sale,51.5191320646766,-0.173793691542289,85.0,2,2,1,2021-10-25T12:04:58,1600000.0,0,0,1,Edgware Road (C),350,74,"[9, 1, 0, 2]"
28,28,Westminster,2021-10-25,Benham and Reeves - Beaufort Park,0,"Newcastle Place, Paddington, London W2",0,0,pre-owned,1600000.0,flat,0,leasehold,2 bed flat for sale,51.5191320646766,-0.173793691542289,85.0,2,2,1,2021-10-25T12:04:58,1600000.0,0,0,1,Edgware Road (C),350,74,"[9, 1, 0, 2]"
29,29,Westminster,2021-10-25,Prime London (Central and Riverside),1,"Kings Gate Walk, Westminster, London SW1E",0,0,pre-owned,10500000.0,flat,0,leasehold,4 bed flat for sale,51.49752,-0.137883,302.0,4,4,2,2021-10-25T11:52:40,10500000.0,1,1,0,Chesham,393,89,"[8, 1, 7, 3]"
30,30,Westminster,2021-10-25,Savills - Westminster,0,"Buckingham Court, 78 Buckingham Gate, London SW1E",0,0,pre-owned,1075000.0,flat,0,leasehold,2 bed flat for sale,51.499288,-0.137998,70.0,2,1,1,2021-10-25T11:40:03,1075000.0,0,0,0,St. James's Park,237,71,"[8, 0, 7, 2]"
31,31,Westminster,2021-10-25,Chestertons - Hyde Park,0,"Gloucester Terrace, Bayswater, London W2",0,0,pre-owned,490000.0,flat,0,leasehold,1 bed flat for sale,51.514432,-0.179811,47.0,1,1,1,2021-10-25T10:49:13,490000.0,0,0,0,Chesham,317,48,"[5, 4, 0, 0]"
32,32,Westminster,2021-10-25,Bruten & Co,0,"Hallfield Estate, Bayswater W2",0,0,pre-owned,395000.0,flat,0,leasehold,1 bed flat for sale,51.514954,-0.184129,43.0,1,1,1,2021-10-25T09:59:51,395000.0,0,0,1,Bayswater,514,77,"[5, 5, 1, 4]"
33,33,Westminster,2021-10-25,Noahs,0,"Queens Gardens, London W2",0,0,pre-owned,1750000.0,flat,0,Other,2 bed flat for sale,51.513561,-0.181816,102.0,2,2,1,2021-10-25T09:52:24,1750000.0,1,0,1,Chesham,406,72,"[4, 4, 1, 4]"
34,34,Westminster,2021-10-25,Jackson-Stops - Pimlico,0,"St. Georg Es Drive, London SW1V",0,0,pre-owned,1300000.0,maisonette,0,share_of_freehold,3 bed maisonette for sale,51.488647,-0.140099,115.0,3,2,1,2021-10-25T09:17:14,1300000.0,1,0,0,Pimlico,510,41,"[9, 4, 0, 3]"
35,35,Westminster,2021-10-24,Ian Green Residential,0,"Warwick Avenue, Little Venice W9",0,0,pre-owned,6950000.0,end_terrace,0,freehold,End terrace house for sale,51.522331,-0.181844,389.0,0,0,0,2021-10-24T15:47:52,6950000.0,0,0,1,Warwick Avenue,132,36,"[5, 1, 2, 0]"
36,36,Westminster,2021-10-24,Keller Williams London Bridge,1,"Paddington Gardens, London W2",0,0,new,1600000.0,flat,0,leasehold,2 bed flat for sale,51.519601,-0.175143,93.0,2,2,1,2021-10-24T03:10:14,1600000.0,1,0,1,Chesham,437,65,"[8, 1, 1, 2]"
37,37,Westminster,2021-10-23,Knight Frank - Marylebone Sales,1,"Blandford Street, Marylebone, London W1U",0,0,new,2150000.0,flat,0,Other,3 bed flat for sale,51.52,-0.15,113.0,3,2,1,2021-10-23T14:47:36,2150000.0,1,1,0,Regent's Park,573,120,"[12, 30, 6, 1]"
38,38,Westminster,2021-10-23,Knight Frank - St John's Wood Sales,0,"Clifton Gardens, Maida Vale, London W9",0,0,pre-owned,3350000.0,flat,0,Other,3 bed flat for sale,51.5253,-0.1806,197.0,3,3,2,2021-10-23T14:32:31,3350000.0,0,0,1,Warwick Avenue,215,34,"[5, 0, 4, 0]"
39,39,Westminster,2021-10-23,London Property Zone,0,"Lancaster Gate, Lancaster Gate W2",0,0,pre-owned,23000000.0,end_terrace,0,freehold,2 bed end terrace house for sale,51.512106,-0.178851,2314.0,2,2,0,2021-10-23T10:18:43,23000000.0,0,0,0,Lancaster Gate,226,39,"[3, 4, 0, 0]"
40,40,Westminster,2021-10-22,Druce & Co,0,"York Street, London W1U",0,0,pre-owned,1300000.0,flat,0,Other,1 bed flat for sale,51.520877,-0.158121,92.0,1,1,1,2021-10-22T22:52:10,1300000.0,0,0,0,Baker Street,354,111,"[22, 5, 4, 3]"
41,41,Westminster,2021-10-22,Manors,0,"Portman Square, London W1H",0,0,pre-owned,5750000.0,flat,0,leasehold,4 bed flat for sale,51.515742,-0.154305,247.0,4,3,2,2021-10-22T21:21:39,5750000.0,0,0,0,Chesham,356,154,"[10, 10, 1, 4]"
42,42,Westminster,2021-10-22,Rayan Investments & Management,0,"11 Sheldon Square, London, United Kingdom W2",0,0,pre-owned,725000.0,studio,0,Other,Studio for sale,51.519693,-0.179875,57.0,0,0,0,2021-10-22T20:00:45,725000.0,0,0,0,Warwick Avenue,463,44,"[6, 2, 2, 0]"
43,43,Westminster,2021-10-22,Allsop LLP,0,"215C Gloucester Terrace, Royal Oak, London W2",0,0,pre-owned,375000.0,flat,1,Other,1 bed flat for sale,51.517865,-0.184935,47.0,1,1,1,2021-10-22T18:17:30,375000.0,1,0,1,Royal Oak,311,47,"[10, 5, 3, 3]"
44,44,Westminster,2021-10-22,Allsop LLP,0,"Flat 7, 108 Westbourne Terrace, Paddington, London W2",0,0,pre-owned,425000.0,flat,1,Other,1 bed flat for sale,51.517158,-0.18221,59.0,1,1,1,2021-10-22T18:16:42,425000.0,1,0,1,Royal Oak,487,54,"[7, 3, 2, 3]"
45,45,Westminster,2021-10-22,Foxtons - Auction,0,"Portsea Place, Hyde Park Estate, London W2",0,0,pre-owned,350000.0,flat,1,Other,2 bed flat for sale,51.515228,-0.164391,78.0,2,1,1,2021-10-22T18:09:28,350000.0,1,0,0,Chesham,407,85,"[10, 1, 1, 6]"
46,46,Westminster,2021-10-22,Winkworth - St Johns Wood,0,"Abercorn Place, St John's Wood NW8",0,0,pre-owned,3295000.0,,0,Other,4 bed property for sale,51.5325,-0.181059,223.0,4,2,2,2021-10-22T17:04:25,3295000.0,1,1,1,Maida Vale,260,10,"[7, 4, 2, 0]"
47,47,Westminster,2021-10-22,Beauchamp Estates St. Johns Wood,0,"Elm Tree Close, St John's Wood NW8",0,0,pre-owned,3500000.0,town_house,0,Other,4 bed town house for sale,51.530529,-0.174656,192.0,4,2,0,2021-10-22T16:11:41,3500000.0,0,1,1,St. John's Wood,492,14,"[7, 3, 2, 1]"
48,48,Westminster,2021-10-22,"Purplebricks, Head Office",0,"Shirland Mews, London W9",0,0,pre-owned,650000.0,mews,0,freehold,2 bed mews house for sale,51.527643,-0.199683,8.0,2,2,1,2021-10-22T15:22:34,650000.0,0,0,1,Upminster,665,18,"[13, 5, 0, 2]"
49,49,Westminster,2021-10-22,Savills - Marylebone & Fitzrovia,0,"Great Portland Street, Marylebone, London W1W",0,0,pre-owned,995000.0,flat,0,leasehold,2 bed flat for sale,51.51862,-0.142399,71.0,2,1,1,2021-10-22T15:05:56,995000.0,0,0,0,Oxford Circus,372,193,"[14, 28, 4, 0]"
50,50,Westminster,2021-10-22,Chancellors - Notting Hill,0,"Clanricarde Gardens, London W2",0,0,pre-owned,835000.0,flat,0,share_of_freehold,2 bed flat for sale,51.510117,-0.193207,76.0,2,1,1,2021-10-22T14:14:44,835000.0,0,0,0,Notting Hill Gate,226,83,"[15, 2, 3, 3]"
51,51,Westminster,2021-10-22,Beauchamp Estates (New Homes),1,"Queen Anne's Gate, Westminster SW1H",0,0,new,8750000.0,flat,0,leasehold,3 bed flat for sale,51.5005,-0.131652,277.0,3,3,0,2021-10-22T12:41:51,8750000.0,0,1,0,St. James's Park,158,40,"[6, 1, 1, 0]"
52,52,Westminster,2021-10-22,Beauchamp Estates (New Homes),1,"Queen Anne's Gate, Westminster SW1H",0,0,new,5250000.0,flat,0,leasehold,3 bed flat for sale,51.5005,-0.131652,258.0,3,3,0,2021-10-22T12:02:55,5250000.0,0,1,0,St. James's Park,158,40,"[6, 1, 1, 0]"
53,53,Westminster,2021-10-22,LDG,0,"Dufours Place, Soho W1F",0,0,pre-owned,595000.0,,0,leasehold,1 bed property for sale,51.513469,-0.137566,51.0,1,1,1,2021-10-22T11:56:04,595000.0,0,0,0,Chesham,385,479,"[14, 4, 22, 11]"
54,54,Westminster,2021-10-22,Braithwait - Little Venice,0,"Clarendon Gardens, London W9",0,0,pre-owned,1925000.0,flat,0,Other,3 bed flat for sale,51.524528,-0.18034,132.0,3,2,1,2021-10-22T11:46:32,1925000.0,1,0,1,Warwick Avenue,232,31,"[5, 0, 5, 0]"
55,55,Westminster,2021-10-22,Homesite,0,"Shrewsbury Road, Notting Hill W2",0,0,pre-owned,600000.0,flat,0,share_of_freehold,2 bed flat for sale,51.518278,-0.197652,57.0,2,1,1,2021-10-22T11:41:15,600000.0,0,0,1,Westbourne Park,285,52,"[13, 7, 1, 3]"
56,56,Westminster,2021-10-22,Beauchamp Estates,0,"Chester Row, Belgravia SW1W",0,0,pre-owned,6700000.0,flat,0,freehold,5 bed flat for sale,51.492277,-0.154072,260.0,5,4,1,2021-10-22T11:02:00,6700000.0,0,0,1,Sloane Square,220,44,"[12, 7, 2, 1]"
57,57,Westminster,2021-10-22,Chestertons - Hyde Park,0,"Porchester Square, Bayswater, London W2",0,0,pre-owned,620000.0,flat,0,leasehold,1 bed flat for sale,51.517869,-0.187514,49.0,1,1,1,2021-10-22T10:47:11,620000.0,0,0,1,Royal Oak,327,55,"[10, 4, 3, 4]"
58,58,Westminster,2021-10-22,Garton Jones - Chelsea & Belgravia,0,"Cubitt Building, Grosvenor Waterside, Gatliff Road, London SW1W",0,0,pre-owned,495000.0,studio,0,Other,Studio for sale,51.48735,-0.149742,32.0,0,1,1,2021-10-22T10:40:45,495000.0,0,0,0,Sloane Square,723,25,"[5, 2, 2, 0]"
59,59,Westminster,2021-10-22,Knight Frank - Notting Hill Sales,0,"Artesian Road, London W2",0,0,pre-owned,735000.0,flat,0,Other,1 bed flat for sale,51.515651,-0.195782,51.0,1,0,0,2021-10-22T10:34:10,735000.0,1,1,1,Chesham,541,59,"[17, 4, 1, 3]"
60,60,Westminster,2021-10-21,Home Full Stop Ltd,0,"Seymour Place, Marylebone W1H",0,0,pre-owned,1200000.0,flat,0,leasehold,3 bed flat for sale,51.518736,-0.162702,88.0,3,3,1,2021-10-21T23:37:03,1200000.0,0,0,0,Chesham,402,128,"[14, 3, 1, 5]"
61,61,Westminster,2021-10-21,Benham and Reeves - Nine Elms,0,"Whitehall, St James, London SW1A",0,0,pre-owned,1250000.0,flat,0,leasehold,3 bed flat for sale,51.506628,-0.126819,102.0,3,3,1,2021-10-21,1250000.0,0,0,1,Charing Cross,334,181,"[1, 0, 27, 3]"
62,62,Westminster,2021-10-21,"YRT Residential, Head Office",0,"Blomfield Villas, Little Venice W2",0,0,pre-owned,539950.0,flat,0,leasehold,3 bed flat for sale,51.520732,-0.185426,71.0,3,1,1,2021-10-21T21:44:32,539950.0,0,0,1,Royal Oak,315,30,"[9, 3, 4, 2]"
63,63,Westminster,2021-10-21,Savills - Knightsbridge,0,"Lower Sloane Street, London SW1W",0,0,pre-owned,1100000.0,flat,0,leasehold,2 bed flat for sale,51.490764,-0.157417,73.0,2,1,0,2021-10-21,1100000.0,0,0,1,Sloane Square,183,39,"[13, 5, 2, 1]"
64,64,Westminster,2021-10-21,Foxtons - Sloane Square,0,"Woods House, Grosvenor Waterside, Belgravia, London SW1W",0,1,pre-owned,275000.0,flat,0,Other,1 bed flat for sale,51.48703,-0.148357,46.0,1,1,1,2021-10-21T18:14:25,275000.0,1,1,0,Sloane Square,813,23,"[4, 2, 2, 0]"
65,65,Westminster,2021-10-21,Foxtons - St John's Wood,0,"Greville Place, Kilburn, London NW6",0,0,pre-owned,950000.0,maisonette,0,Other,3 bed maisonette for sale,51.534343,-0.188045,113.0,3,2,1,2021-10-21T18:14:25,950000.0,0,0,0,Maida Vale,446,31,"[6, 3, 0, 4]"
66,66,Westminster,2021-10-21,Foxtons - Pimlico & Westminster,0,"St James's, St James's, London SW1E",0,0,pre-owned,1075000.0,flat,0,Other,2 bed flat for sale,51.49907,-0.138188,70.0,2,1,1,2021-10-21T18:12:37,1075000.0,0,0,0,St. James's Park,246,72,"[8, 1, 7, 2]"
67,67,Westminster,2021-10-21,Foxtons - Pimlico & Westminster,0,"Tachbrook Street, Pimlico, London SW1V",0,0,pre-owned,425000.0,studio,0,Other,Studio for sale,51.491688,-0.138172,34.0,0,1,0,2021-10-21T18:12:36,425000.0,1,0,0,Pimlico,446,66,"[16, 5, 3, 5]"
68,68,Westminster,2021-10-21,Chancellors - St John's Wood,0,"Century Court, St John's Wood NW8",0,0,pre-owned,1675000.0,flat,0,share_of_freehold,3 bed flat for sale,51.528103,-0.173866,112.0,3,2,1,2021-10-21T16:27:32,1675000.0,1,0,0,St. John's Wood,692,16,"[8, 2, 2, 1]"
69,69,Westminster,2021-10-21,St George's Fields,1,"Kendal Steps, St George's Fields, London W2",0,0,pre-owned,899995.0,flat,0,share_of_freehold,2 bed flat for sale,51.51389,-0.165824,59.0,2,1,1,2021-10-21T16:25:00,900000.0,1,1,1,Chesham,651,72,"[11, 1, 1, 6]"
70,70,Westminster,2021-10-21,Savills - Maida Vale & Little Venice,0,"Elgin Mansions, Elgin Avenue, London W9",0,0,pre-owned,1050000.0,flat,0,share_of_freehold,3 bed flat for sale,51.528456,-0.190006,97.0,3,1,1,2021-10-21T14:44:39,1050000.0,1,0,1,Maida Vale,321,18,"[8, 2, 2, 0]"
71,71,Westminster,2021-10-21,Foxtons - Marylebone & Mayfair,0,"Edgware Road, Hyde Park Estate, London W2",0,0,pre-owned,375000.0,studio,0,Other,Studio for sale,51.516636,-0.165329,27.0,0,1,0,2021-10-21T14:09:52,375000.0,0,0,0,Edgware Road (B),337,98,"[16, 2, 1, 6]"
72,72,Westminster,2021-10-21,Foxtons - Marylebone & Mayfair,0,"Park Lane, Mayfair, London W1K",0,0,pre-owned,85000.0,parking,0,Other,Parking/garage for sale,51.50919,-0.156623,5.0,0,0,0,2021-10-21T14:09:52,85000.0,0,1,0,Marble Arch,428,30,"[2, 2, 0, 0]"
73,73,Westminster,2021-10-21,Grow Portfolio,1,"Sopwith Way, London SW11",0,0,new,810000.0,flat,0,leasehold,1 bed flat for sale,51.480615,-0.148509,52.0,1,1,0,2021-10-21T14:09:52,810000.0,1,0,0,Sloane Square,1153,13,"[2, 0, 2, 3]"
74,74,Westminster,2021-10-21,London Property Guru,1,"9 Millbank, London SW1P",0,0,new,2850000.0,flat,0,Other,3 bed flat for sale,51.494923,-0.125629,138.0,3,3,1,2021-10-21,2850000.0,0,1,0,Westminster,545,20,"[10, 3, 0, 0]"
75,75,Westminster,2021-10-21,Grow Portfolio,0,"North Wharf Road, London W2",0,0,pre-owned,850000.0,flat,0,leasehold,1 bed flat for sale,51.5191320646766,-0.173793691542289,52.0,1,1,1,2021-10-21T13:56:57,850000.0,0,1,1,Edgware Road (C),350,74,"[9, 1, 0, 2]"
76,76,Westminster,2021-10-21,Grow Portfolio,0,"North Wharf Road, London W2",0,0,pre-owned,850000.0,flat,0,leasehold,2 bed flat for sale,51.5191320646766,-0.173793691542289,52.0,2,2,1,2021-10-21T13:56:54,850000.0,0,1,1,Edgware Road (C),350,74,"[9, 1, 0, 2]"
77,77,Westminster,2021-10-21,Jackson-Stops - Pimlico,1,"Lupus Street, London SW1V",0,0,pre-owned,520000.0,flat,0,share_of_freehold,1 bed flat for sale,51.487873,-0.13891,44.0,1,1,1,2021-10-21T13:36:46,520000.0,0,0,0,Pimlico,409,24,"[10, 3, 1, 3]"
78,78,Westminster,2021-10-21,Grow Portfolio,1,"Sopwith Way, London SW11",0,0,new,998000.0,flat,0,leasehold,2 bed flat for sale,51.480615,-0.148509,82.0,2,1,1,2021-10-21T13:27:25,998000.0,1,0,1,Sloane Square,1153,13,"[2, 0, 2, 3]"
79,79,Westminster,2021-10-21,Grow Portfolio,1,"Sopwith Way, London SW11",0,0,new,998000.0,flat,0,leasehold,2 bed flat for sale,51.480615,-0.148509,82.0,2,1,1,2021-10-21,998000.0,1,0,1,Sloane Square,1153,13,"[2, 0, 2, 3]"
80,80,Westminster,2021-10-21,Rigby and Marchant,0,"Palace Court, London W2",0,0,pre-owned,4000000.0,flat,0,Other,3 bed flat for sale,51.51231,-0.19262,199.0,3,3,1,2021-10-21T13:03:33,4000000.0,0,0,1,Chesham,407,109,"[15, 4, 3, 8]"
81,81,Westminster,2021-10-21,Savills - Mayfair & St James’s,0,"Old Park Lane, Mayfair, London W1K",0,0,pre-owned,24500000.0,flat,0,leasehold,4 bed flat for sale,51.504062,-0.149244,471.0,4,5,2,2021-10-21T12:18:13,24500000.0,0,0,0,Hyde Park Corner,246,61,"[0, 0, 1, 1]"
82,82,Westminster,2021-10-21,Chancellors - St John's Wood,0,"Swallow Court, London W9",0,0,pre-owned,500000.0,flat,0,leasehold,1 bed flat for sale,51.522884,-0.19566,53.0,1,1,1,2021-10-21T12:16:40,500000.0,0,1,0,Westbourne Park,533,24,"[12, 6, 1, 2]"
83,83,Westminster,2021-10-21,Chancellors - St John's Wood,0,"Swallow Court, Maida Vale W9",0,0,pre-owned,490000.0,flat,0,leasehold,1 bed flat for sale,51.522858,-0.195684,54.0,1,1,1,2021-10-21T12:15:15,490000.0,1,1,0,Westbourne Park,531,24,"[12, 6, 1, 2]"
84,84,Westminster,2021-10-21,Douglas & Gordon - Notting Hill,0,"Porchester Square, London W2",0,0,pre-owned,1150000.0,flat,0,leasehold,3 bed flat for sale,51.518097,-0.186521,113.0,3,2,1,2021-10-21T12:09:50,1150000.0,1,0,1,Royal Oak,273,48,"[8, 4, 3, 4]"
85,85,Westminster,2021-10-21,Domus Nova,0,"Westbourne Park Villas, Notting Hill W2",0,0,pre-owned,12500000.0,detached,0,Other,5 bed detached house for sale,51.519043,-0.193719,575.0,5,6,7,2021-10-21T11:02:23,12500000.0,1,0,1,Royal Oak,281,55,"[16, 5, 1, 6]"
86,86,Westminster,2021-10-21,Grow Portfolio,0,"North Wharf Road, London W2",0,0,pre-owned,2100000.0,flat,0,leasehold,3 bed flat for sale,51.5191320646766,-0.173793691542289,122.0,3,2,1,2021-10-21T11:02:11,2100000.0,1,1,1,Edgware Road (C),350,74,"[9, 1, 0, 2]"
87,87,Westminster,2021-10-21,Knight Frank - Hyde Park Sales,0,"Cleveland Square, London W2",0,0,pre-owned,1950000.0,flat,0,Other,2 bed flat for sale,51.5144,-0.18234,97.0,2,2,1,2021-10-21T10:55:23,1950000.0,0,0,1,Bayswater,588,76,"[4, 4, 1, 4]"
