,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
500,500,Westminster,2021-09-24,Savills - Marylebone & Fitzrovia,0,"Stone House, 9 Weymouth Street, London W1W",0,0,pre-owned,2575000.0,flat,0,leasehold,3 bed flat for sale,51.520978,-0.144249,149.0,3,3,1,2021-09-24T19:16:21,2575000.0,1,0,0,Great Portland Street,338,126,"[12, 30, 4, 2]"
501,501,Westminster,2021-09-24,Druce & Co,0,"Stone House, Weymouth Street, London W1W",0,0,pre-owned,2575000.0,flat,0,leasehold,3 bed flat for sale,51.520978,-0.144249,149.0,3,3,1,2021-09-24T19:05:55,2575000.0,1,0,0,Great Portland Street,338,126,"[12, 30, 4, 2]"
502,502,Westminster,2021-09-24,Druce & Co,0,"Stone House, Weymouth Street, London W1W",0,0,pre-owned,1575000.0,flat,0,leasehold,2 bed flat for sale,51.520978,-0.144249,86.0,2,2,1,2021-09-24T19:05:22,1575000.0,1,0,0,Great Portland Street,338,126,"[12, 30, 4, 2]"
503,503,Westminster,2021-09-24,Foxtons - St John's Wood,0,"Boundary Road, St John's Wood, London NW8",0,0,pre-owned,535000.0,flat,0,Other,4 bed flat for sale,51.538928,-0.182716,85.0,4,1,1,2021-09-24T18:14:48,535000.0,1,0,0,Chesham,872,21,"[7, 1, 1, 2]"
504,504,Westminster,2021-09-24,Foxtons - Maida Vale,0,"Maida Vale, Maida Vale, London W9",0,0,pre-owned,1250000.0,flat,0,Other,3 bed flat for sale,51.526734,-0.179165,114.0,3,2,1,2021-09-24T18:10:23,1300000.0,0,0,0,Warwick Avenue,399,30,"[2, 0, 3, 1]"
505,505,Westminster,2021-09-24,LRC - London Sales and Letting Agency,0,"Cleland House, John Islip Street, Westminster, London SW1P",0,0,pre-owned,2650000.0,flat,0,leasehold,3 bed flat for sale,51.492359033557,-0.130342369127517,149.0,3,3,1,2021-09-24T18:04:01,2650000.0,1,1,1,Pimlico,554,31,"[16, 5, 2, 2]"
506,506,Westminster,2021-09-24,Dockley's,0,"Scott House, Battersea Power Station SW11",0,0,pre-owned,625000.0,studio,0,Other,Studio for sale,51.483155,-0.146231,40.0,0,1,1,2021-09-24T17:52:39,625000.0,0,0,1,Chesham,1125,12,"[2, 1, 2, 3]"
507,507,Westminster,2021-09-24,Savills - Sloane Street,0,"South Eaton Place, And 10 Minera Mews, Belgravia, London SW1W",0,0,pre-owned,13650000.0,terraced,0,freehold,7 bed terraced house for sale,51.493597,-0.153399,502.0,7,7,3,2021-09-24T16:39:15,13650000.0,1,1,0,Sloane Square,341,48,"[13, 7, 2, 1]"
508,508,Westminster,2021-09-24,Druce & Co,0,"Portland Place, London W1B",0,0,pre-owned,2100000.0,flat,0,leasehold,3 bed flat for sale,51.520964,-0.14513,142.0,3,2,1,2021-09-24T16:28:02,2100000.0,0,0,0,Regent's Park,298,124,"[15, 29, 6, 1]"
509,509,Westminster,2021-09-24,Fraser & Co - Paddington,0,"Paddington Exchange, Paddington W2",0,0,pre-owned,825000.0,flat,0,leasehold,1 bed flat for sale,51.519149,-0.175976,56.0,1,1,0,2021-09-24T16:26:25,825000.0,1,0,1,Chesham,462,67,"[8, 1, 1, 2]"
