,level_0,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
3300,3300,3300,Islington,2021-03-26,LRC - London Sales and Letting Agency,1,"Gifford Street, King's Cross, London N1",0,0,new,585000.0,flat,0,leasehold,1 bed flat for sale,51.54095,-0.121574,53.0,1,1,1,2021-03-26,585000.0,1,0,0,Caledonian Road,732,16,"[5, 2, 2, 2]"
3301,3301,3301,Islington,2021-03-26,LRC - London Sales and Letting Agency,1,"Gifford Street, King's Cross, London N1",0,0,new,719950.0,flat,0,leasehold,2 bed flat for sale,51.54095,-0.121574,65.0,2,2,1,2021-03-26,719950.0,1,0,0,Caledonian Road,732,16,"[5, 2, 2, 2]"
3302,3302,3302,Islington,2021-03-26,Burghleys,1,"Tabley Road, London N7",0,0,pre-owned,800000.0,flat,0,leasehold,3 bed flat for sale,51.556335,-0.123457,94.0,3,1,1,2021-03-26,825000.0,1,0,1,Chesham,815,18,"[7, 2, 1, 4]"
3303,3303,3303,Islington,2021-03-26,JLL - North London,0,"Goodchild Road, London N4",0,0,pre-owned,420000.0,flat,0,leasehold,1 bed flat for sale,51.570972,-0.090163,49.0,1,1,1,2021-03-26,440000.0,1,0,0,Manor House,354,5,"[4, 1, 0, 0]"
3304,3304,3304,Islington,2021-03-26,Drivers & Norris,0,"Belfont Walk, Islington, London N7",0,0,pre-owned,400000.0,flat,0,leasehold,1 bed flat for sale,51.55586,-0.120376,50.0,1,1,1,2021-03-26,400000.0,0,0,1,Holloway Road,657,24,"[6, 2, 1, 5]"
3305,3305,3305,Islington,2021-03-25,Chancellors - Highgate,0,"Archway, London N19",0,0,pre-owned,350000.0,flat,0,leasehold,1 bed flat for sale,51.56476,-0.132109,41.0,1,0,0,2021-03-25,350000.0,1,0,0,Archway,177,27,"[9, 4, 0, 7]"
3306,3306,3306,Islington,2021-03-25,The Modern House,0,"Seaview Cottage, Southgate Road, London N1",0,0,pre-owned,1495000.0,terraced,0,freehold,4 bed terraced house for sale,51.54022,-0.08569,134.0,4,2,0,2021-03-25,1550000.0,1,0,1,Old Street,1210,15,"[8, 3, 0, 1]"
3307,3307,3307,Islington,2021-03-25,JLL - North London,0,"Woodberry Grove, London N4",0,0,pre-owned,380000.0,flat,0,leasehold,1 bed flat for sale,51.571308,-0.089803,40.0,1,1,1,2021-03-25,400000.0,0,0,0,Manor House,350,5,"[5, 1, 0, 0]"
3308,3308,3308,Islington,2021-03-25,Frank Harris & Co.,0,"The Courtyard, 154 Goswell Road, Clerkenwell, London EC1V",0,0,pre-owned,900000.0,flat,0,leasehold,2 bed flat for sale,51.525633,-0.099489,99.0,2,2,1,2021-03-25,950000.0,0,1,1,Barbican,491,73,"[17, 0, 2, 3]"
3309,3309,3309,Islington,2021-03-24,Drivers & Norris,0,"Tufnell Park Road, Tufnell Park, Islington, London N19",0,0,pre-owned,350000.0,flat,0,leasehold,1 bed flat for sale,51.557075,-0.137222,44.0,1,1,1,2021-03-24,375000.0,0,0,0,Tufnell Park,12,18,"[5, 0, 0, 2]"
