,level_0,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
4400,4400,4400,Kensington and Chelsea,2021-03-05,Savills - Kensington,0,"Chatsworth Court, Pembroke Road, London W8",0,0,pre-owned,495000.0,flat,0,share_of_freehold,2 bed flat for sale,51.495094,-0.197047,38.0,2,1,1,2021-03-05,525000.0,0,1,1,Earl's Court,407,54,"[6, 9, 0, 3]"
4401,4401,4401,Kensington and Chelsea,2021-03-04,Winkworth - Knightsbridge,0,"Thurloe Court, Fulham Road SW3",0,0,pre-owned,1495000.0,flat,0,leasehold,2 bed flat for sale,51.492485,-0.170212,93.0,2,2,2,2021-03-04,1495000.0,0,0,1,South Kensington,542,82,"[6, 8, 1, 2]"
4402,4402,4402,Kensington and Chelsea,2021-03-04,Barnes International,0,"Kings Road, Chelsea, London SW3",0,0,pre-owned,3100000.0,flat,0,leasehold,4 bed flat for sale,51.485555,-0.173855,177.0,4,3,1,2021-03-04,3100000.0,0,0,0,South Kensington,958,57,"[12, 8, 6, 2]"
4403,4403,4403,Kensington and Chelsea,2021-03-04,John D Wood & Co. - Kensington Sales,0,"Palace Gardens Terrace, London W8",0,0,pre-owned,1650000.0,flat,0,leasehold,2 bed flat for sale,51.50617,-0.192734,81.0,2,1,1,2021-03-04,1650000.0,0,0,0,Notting Hill Gate,410,60,"[10, 2, 3, 3]"
4404,4404,4404,Kensington and Chelsea,2021-03-03,Savills - Sloane Street,0,"Royal Court House, 162 Sloane Street, London SW1X",0,0,pre-owned,5950000.0,flat,0,leasehold,3 bed flat for sale,51.494335,-0.158008,163.0,3,3,2,2021-03-03,5950000.0,1,0,1,Sloane Square,219,47,"[16, 7, 2, 2]"
4405,4405,4405,Kensington and Chelsea,2021-03-03,Savills - Kensington,0,"Iverna Gardens, London W8",0,0,pre-owned,3100000.0,flat,0,share_of_freehold,3 bed flat for sale,51.498877,-0.193901,166.0,3,2,2,2021-03-03,3250000.0,1,0,0,High Street Kensington,204,57,"[10, 8, 0, 3]"
4406,4406,4406,Kensington and Chelsea,2021-03-03,Beauchamp Estates (New Homes),1,"Beaufort Gardens, London SW3",0,0,new,15000000.0,flat,0,leasehold,3 bed flat for sale,51.497873,-0.164579,270.0,3,4,1,2021-03-03,15000000.0,0,0,1,Knightsbridge,421,67,"[8, 4, 1, 0]"
4407,4407,4407,Kensington and Chelsea,2021-03-03,Beauchamp Estates (New Homes),1,"Beaufort Gardens, London SW3",0,0,new,4250000.0,flat,0,leasehold,2 bed flat for sale,51.497873,-0.164579,88.0,2,2,1,2021-03-03,4250000.0,0,0,1,Knightsbridge,421,67,"[8, 4, 1, 0]"
4408,4408,4408,Kensington and Chelsea,2021-03-03,Domus Nova,0,"Powis Mews, Notting Hill, Kensington &amp; Chelsea W11",0,0,pre-owned,7950000.0,terraced,0,Other,3 bed terraced house for sale,51.517723,-0.201204,506.0,3,2,2,2021-03-03,8250000.0,0,0,1,Westbourne Park,364,55,"[14, 5, 3, 4]"
4409,4409,4409,Kensington and Chelsea,2021-03-02,TLC Estate Agents,0,"Philbeach Gardens, Earls Court, London SW5",0,0,pre-owned,650000.0,flat,0,leasehold,2 bed flat for sale,51.490699,-0.200073,64.0,2,1,1,2021-03-02,700000.0,0,0,0,Earl's Court,253,39,"[6, 4, 0, 1]"
4410,4410,4410,Kensington and Chelsea,2021-03-02,Knight Frank - South Kensington Sales,0,"Flat 10, The Arts House, 108-110 Gloucester Road, South Kensington, London SW7",0,0,pre-owned,3250000.0,flat,0,Other,2 bed flat for sale,51.4959,-0.183289,130.0,2,2,1,2021-03-02,3250000.0,1,0,0,Gloucester Road,170,59,"[24, 8, 2, 3]"
4411,4411,4411,Kensington and Chelsea,2021-03-02,Marsh & Parsons - Earls Court,0,"Marloes Road, London SW5",0,0,pre-owned,500000.0,flat,0,leasehold,1 bed flat for sale,51.495296,-0.192446,46.0,1,1,1,2021-03-02,500000.0,1,0,0,High Street Kensington,504,56,"[12, 11, 0, 3]"
4412,4412,4412,Kensington and Chelsea,2021-03-02,Thackerays,0,"Kensington Court Place, London W8",0,0,pre-owned,2800000.0,town_house,0,freehold,3 bed town house for sale,51.499995,-0.188267,167.0,3,2,2,2021-03-02,2800000.0,1,0,0,High Street Kensington,360,51,"[11, 7, 0, 3]"
4413,4413,4413,Kensington and Chelsea,2021-03-02,Savills - Kensington,0,"Campden Hill Court, Campden Hill Road, London W8",0,0,pre-owned,5350000.0,flat,0,share_of_freehold,3 bed flat for sale,51.503194,-0.196324,214.0,3,3,2,2021-03-02,5350000.0,1,1,0,High Street Kensington,337,34,"[9, 4, 1, 2]"
4414,4414,4414,Kensington and Chelsea,2021-03-01,Strutt & Parker - London New Homes,1,"One Kensington Gardens, Kensington Road, London W8",0,0,new,3150000.0,flat,0,share_of_freehold,2 bed flat for sale,51.501882,-0.185402,125.0,2,2,1,2021-03-01,3150000.0,0,1,1,High Street Kensington,420,43,"[12, 4, 0, 2]"
4415,4415,4415,Kensington and Chelsea,2021-03-01,Strutt & Parker - London New Homes,1,"One Kensington Gardens, Kensington Road, London W8",0,0,new,5950000.0,flat,0,share_of_freehold,2 bed flat for sale,51.501882,-0.185402,162.0,2,2,1,2021-03-01,5950000.0,0,1,1,High Street Kensington,420,43,"[12, 4, 0, 2]"
4416,4416,4416,Kensington and Chelsea,2021-03-01,Martin & Co - Chelsea,0,"Ashburnham Road, Lots Village, Chelsea, London SW10",0,0,pre-owned,550000.0,flat,0,Other,1 bed flat for sale,51.479598,-0.182564,55.0,1,1,1,2021-03-01,550000.0,0,1,1,Fulham Broadway,898,28,"[9, 4, 1, 0]"
4417,4417,4417,Kensington and Chelsea,2021-02-28,Savills - Waterfront,1,"Compass House, Chelsea Creek, 5 Park Street, London SW6",0,0,new,1600000.0,flat,0,leasehold,3 bed flat for sale,51.475016,-0.184332,127.0,3,2,1,2021-02-28,1600000.0,1,1,1,Fulham Broadway,918,19,"[6, 2, 0, 0]"
4418,4418,4418,Kensington and Chelsea,2021-02-28,Bachik Properties,1,"Caird Street, Maida Vale, London W10",0,0,new,1200000.0,end_terrace,0,leasehold,3 bed end terrace house for sale,51.52798,-0.206474,152.0,3,3,1,2021-02-28,1200000.0,0,1,1,Queen's Park,646,13,"[17, 5, 0, 1]"
4419,4419,4419,Kensington and Chelsea,2021-02-27,Savills - Earl's Court,0,"Eardley Crescent, London SW5",0,0,pre-owned,915000.0,flat,0,leasehold,2 bed flat for sale,51.489526,-0.195755,72.0,2,2,1,2021-02-27,930000.0,0,0,0,West Brompton,259,57,"[5, 7, 1, 4]"
