,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
700,700,Westminster,2021-09-13,Foxtons - Notting Hill,0,"Queensborough Terrace, Bayswater, London W2",0,0,pre-owned,1200000.0,flat,0,Other,3 bed flat for sale,51.512426,-0.186019,102.0,3,2,1,2021-09-13T18:16:45,1200000.0,1,0,0,Bayswater,195,69,"[7, 4, 0, 5]"
701,701,Westminster,2021-09-13,Foxtons - Marylebone & Mayfair,0,"Enford Street, Marylebone, London W1H",0,0,pre-owned,3850000.0,,0,Other,4 bed property for sale,51.520371,-0.162628,230.0,4,3,1,2021-09-13T18:14:11,3850000.0,0,0,1,Marylebone,308,94,"[19, 3, 2, 2]"
702,702,Westminster,2021-09-13,Hanover,0,"Aberdeen Court, Maida Vale, London W9",0,0,pre-owned,725000.0,flat,0,leasehold,2 bed flat for sale,51.524853,-0.177762,65.0,2,2,1,2021-09-13T17:10:24,725000.0,1,0,0,Warwick Avenue,466,33,"[6, 0, 5, 1]"
703,703,Westminster,2021-09-13,BPS London,0,"Boundary Road, London NW8",0,0,pre-owned,760000.0,flat,0,leasehold,2 bed flat for sale,51.537235,-0.185087,76.0,2,2,1,2021-09-13T16:36:53,760000.0,1,0,1,Chesham,602,25,"[10, 2, 1, 2]"
704,704,Westminster,2021-09-13,Clifton Property Partners,0,"Upper Brook Street, Mayfair W1K",0,0,pre-owned,16000000.0,town_house,0,leasehold,6 bed town house for sale,51.511526,-0.154519,450.0,6,6,3,2021-09-13T15:45:05,16000000.0,1,0,0,Marble Arch,365,101,"[3, 2, 0, 4]"
705,705,Westminster,2021-09-13,Knight Frank - Marylebone Sales,0,"Oldbury Place, London W1U",0,0,pre-owned,5600000.0,semi_detached,0,Other,4 bed semi-detached house for sale,51.521623,-0.152424,275.0,4,4,2,2021-09-13T15:31:12,5600000.0,0,0,0,Baker Street,428,95,"[11, 22, 4, 2]"
706,706,Westminster,2021-09-13,Goldschmidt & Howland - Little Venice,0,"Dixon Butler Mews, London W9",0,0,pre-owned,560000.0,flat,0,share_of_freehold,1 bed flat for sale,51.522829,-0.200075,52.0,1,1,1,2021-09-13T15:26:51,575000.0,0,1,1,Westbourne Park,195,24,"[8, 7, 2, 3]"
707,707,Westminster,2021-09-13,Strutt & Parker - London New Homes,1,"Hexagon Apartments, Parker Street, London WC2B",0,0,new,1860000.0,flat,0,leasehold,2 bed flat for sale,51.516524,-0.120324,90.0,2,2,1,2021-09-13T15:20:33,1860000.0,0,0,1,Holborn,105,222,"[20, 4, 16, 3]"
708,708,Westminster,2021-09-13,Strutt & Parker - London New Homes,1,"Hexagon Apartments, Parker Street, London WC2B",0,0,new,2830000.0,flat,0,leasehold,2 bed flat for sale,51.516524,-0.120324,115.0,2,2,1,2021-09-13T15:17:38,2830000.0,0,0,1,Holborn,105,222,"[20, 4, 16, 3]"
709,709,Westminster,2021-09-13,Hanover,0,"Clive Court, London W9",0,0,pre-owned,2300000.0,flat,0,Other,4 bed flat for sale,51.526636,-0.179958,196.0,4,3,1,2021-09-13T14:09:33,2300000.0,1,1,0,Warwick Avenue,424,32,"[3, 1, 3, 0]"
710,710,Westminster,2021-09-13,Savills - Knightsbridge,0,"Cubitt Building, 10 Gatliff Road, London SW1W",0,0,pre-owned,1850000.0,flat,0,leasehold,3 bed flat for sale,51.486447,-0.148805,114.0,3,3,1,2021-09-13T12:36:20,1850000.0,1,1,0,Sloane Square,798,20,"[2, 2, 2, 1]"
711,711,Westminster,2021-09-13,Garton Jones - Westminster & Victoria,0,"Romney House, 47 Marsham Street, Westminster, London SW1P",0,0,pre-owned,1100000.0,flat,0,Other,2 bed flat for sale,51.495532,-0.128339,72.0,2,2,1,2021-09-13T11:37:15,1100000.0,1,1,0,Chesham,626,35,"[13, 4, 2, 0]"
712,712,Westminster,2021-09-13,Daniel Daggers Real Estate,0,"Melina Place, London NW8",0,0,pre-owned,19750000.0,semi_detached,0,freehold,6 bed semi-detached house for sale,51.528729,-0.176905,686.0,6,6,3,2021-09-13T11:17:54,19750000.0,1,0,1,St. John's Wood,577,12,"[5, 3, 3, 0]"
713,713,Westminster,2021-09-13,Beauchamp Estates St. Johns Wood,0,"Queen's Grove, St John's Wood NW8",0,0,pre-owned,7500000.0,semi_detached,0,Other,4 bed semi-detached house for sale,51.537983,-0.17231,339.0,4,2,0,2021-09-13T08:44:15,7500000.0,0,1,1,St. John's Wood,438,11,"[8, 1, 1, 0]"
714,714,Westminster,2021-09-13,Berkshire Hathaway HomeServices Kay & Co,0,"Seymour Street, Marylebone W1H",0,0,pre-owned,2200000.0,flat,0,leasehold,3 bed flat for sale,51.514466,-0.161211,104.0,3,2,1,2021-09-13T08:27:47,2200000.0,1,0,0,Marble Arch,238,85,"[8, 0, 1, 6]"
715,715,Westminster,2021-09-13,Knight Frank - Mayfair Sales,0,"Upper Grosvenor Street, Mayfair, London W1K",0,0,pre-owned,3495000.0,flat,0,Other,3 bed flat for sale,51.510311,-0.153776,117.0,3,2,1,2021-09-13T08:27:43,3495000.0,0,0,1,Marble Arch,456,75,"[2, 2, 1, 3]"
716,716,Westminster,2021-09-13,Behr and Butchoff,0,"Walsingham, St. Johns Wood Park, London NW8",0,0,pre-owned,1895000.0,flat,0,leasehold,3 bed flat for sale,51.538738,-0.173419,126.0,3,3,1,2021-09-13T08:21:32,1895000.0,1,1,1,Chesham,423,8,"[8, 1, 1, 3]"
