,level_0,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
10500,10500,10500,Wandsworth,2021-04-12,Savills - Wandsworth,0,"Phoenix Way, Wandsworth, London SW18",0,0,pre-owned,450000.0,flat,0,leasehold,1 bed flat for sale,51.458773,-0.181867,62.0,1,1,1,2021-04-12,450000.0,0,1,1,Chesham,1864,19,"[10, 1, 0, 0]"
10501,10501,10501,Wandsworth,2021-04-12,Allan Fuller,1,"Queens Gate Gardens, London SW15",0,0,pre-owned,523500.0,flat,0,leasehold,3 bed flat for sale,51.463706,-0.23186,79.0,3,1,1,2021-04-12,535000.0,1,1,1,East Putney,1154,6,"[3, 0, 0, 1]"
10502,10502,10502,Wandsworth,2021-04-12,Johnson and Jones,0,"Upper Richmond Road, Barnes SW15",0,0,pre-owned,749995.0,maisonette,0,leasehold,3 bed maisonette for sale,51.465293,-0.249878,85.0,3,2,1,2021-04-12,750000.0,0,1,1,Stamford Brook,2917,4,"[5, 2, 0, 1]"
10503,10503,10503,Wandsworth,2021-04-12,Loney Miller,0,"Replingham Road, London SW18",0,0,pre-owned,1050000.0,terraced,0,Other,3 bed terraced house for sale,51.444999,-0.20341,140.0,3,2,2,2021-04-12,1100000.0,0,0,1,Southfields,187,6,"[4, 0, 0, 1]"
10504,10504,10504,Wandsworth,2021-04-12,Leonard Leese Ltd,1,"Kirtling Street, London SW8",0,0,new,600000.0,studio,0,Other,Studio for sale,51.4801051153846,-0.134300346153846,36.0,0,1,1,2021-04-12,600000.0,1,0,1,Chesham,878,8,"[1, 1, 0, 2]"
10505,10505,10505,Wandsworth,2021-04-12,MyLondonHome Battersea,1,"Switch House East, Battersea Power Station, Circus Road East SW11",0,0,new,1070000.0,flat,0,leasehold,1 bed flat for sale,51.483059,-0.144747,58.0,1,1,1,2021-04-12,1070000.0,0,0,0,Chesham,1944,12,"[3, 1, 1, 3]"
10506,10506,10506,Wandsworth,2021-04-12,MyLondonHome Battersea,1,"Switch House East, Battersea Power Station, Circus Road East SW11",0,0,new,990000.0,flat,0,leasehold,1 bed flat for sale,51.482738,-0.144661,58.0,1,1,1,2021-04-12,1070000.0,0,0,0,Chesham,1864,14,"[3, 1, 1, 3]"
10507,10507,10507,Wandsworth,2021-04-12,MyLondonHome Battersea,1,"Switch House East, Battersea Power Station, Circus Road East SW11",0,0,new,1070000.0,flat,0,leasehold,1 bed flat for sale,51.482672,-0.144543,58.0,1,1,1,2021-04-12,1070000.0,0,0,0,Chesham,1857,13,"[2, 1, 1, 3]"
10508,10508,10508,Wandsworth,2021-04-12,MyLondonHome Battersea,1,"Switch House East, Battersea Power Station, Circus Road East SW11",0,0,new,1070000.0,flat,0,leasehold,1 bed flat for sale,51.482525,-0.144532,58.0,1,1,1,2021-04-12,1070000.0,0,0,0,Chesham,1854,13,"[1, 1, 1, 3]"
10509,10509,10509,Wandsworth,2021-04-12,MyLondonHome Battersea,1,"Switch House East, Battersea Power Station, Circus Road East SW11",0,0,new,1075000.0,flat,0,leasehold,1 bed flat for sale,51.482738,-0.144661,58.0,1,1,1,2021-04-12,1075000.0,0,0,0,Chesham,1864,14,"[3, 1, 1, 3]"
10510,10510,10510,Wandsworth,2021-04-12,MyLondonHome Battersea,1,"Switch House East, Battersea Power Station, Circus Road East SW11",0,0,new,1075000.0,flat,0,leasehold,1 bed flat for sale,51.482364,-0.144318,58.0,1,1,1,2021-04-12,1075000.0,0,0,0,Chesham,1841,14,"[1, 1, 1, 3]"
10511,10511,10511,Wandsworth,2021-04-12,Hamptons - Putney Sales,0,"Dryburgh Mansions, 2 Egliston Road, London SW15",0,0,pre-owned,1500000.0,flat,0,share_of_freehold,3 bed flat for sale,51.466041,-0.229621,154.0,3,2,2,2021-04-12,1500000.0,0,0,0,East Putney,1240,6,"[4, 0, 0, 0]"
