,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
300,300,Westminster,2021-10-08,Knight Frank - Marylebone Sales,0,"Paddington Street, Marylebone, London W1U",0,0,pre-owned,4000000.0,flat,0,Other,2 bed flat for sale,51.520729,-0.155228,118.0,2,2,1,2021-10-08T09:10:31,4000000.0,1,1,0,Baker Street,314,110,"[18, 17, 5, 2]"
301,301,Westminster,2021-10-08,Langdon Brooks,0,"Seymour Street, London W1H",0,0,pre-owned,525000.0,terraced,0,Other,9 bed terraced house for sale,51.515022,-0.157736,371.0,9,8,5,2021-10-08T09:06:45,525000.0,0,0,0,Marble Arch,183,129,"[15, 2, 1, 6]"
302,302,Westminster,2021-10-08,Aston Chase,0,"The Chilterns, 24 Paddington Street, Marylebone W1U",0,0,pre-owned,4000000.0,flat,0,leasehold,2 bed flat for sale,51.520795,-0.155773,117.0,2,2,1,2021-10-08T08:15:22,4000000.0,1,1,1,Baker Street,239,111,"[19, 17, 4, 2]"
303,303,Westminster,2021-10-07,Savills - Westminster,0,"Artillery Mansions, Victoria Street SW1H",0,0,pre-owned,1275000.0,flat,0,leasehold,2 bed flat for sale,51.497397,-0.135006,113.0,2,2,1,2021-10-07T19:36:11,1275000.0,1,1,0,St. James's Park,215,71,"[11, 1, 7, 2]"
304,304,Westminster,2021-10-07,Savills - Sloane Street,0,"Eaton Terrace, London SW1W",0,0,pre-owned,5500000.0,terraced,0,freehold,3 bed terraced house for sale,51.492188,-0.152448,244.0,3,3,2,2021-10-07T19:21:30,5500000.0,1,0,1,Sloane Square,341,48,"[11, 8, 2, 0]"
305,305,Westminster,2021-10-07,Savills - Marylebone & Fitzrovia,0,"Mansfield Street, Marylebone, London W1G",0,0,pre-owned,5450000.0,flat,0,share_of_freehold,3 bed flat for sale,51.518724,-0.145537,211.0,3,3,1,2021-10-07T19:09:54,5450000.0,0,0,0,Regent's Park,529,174,"[18, 31, 4, 1]"
306,306,Westminster,2021-10-07,Savills - Marylebone & Fitzrovia,0,"Upper Berkeley Street, Marylebone, London W1H",0,0,pre-owned,925000.0,flat,0,leasehold,2 bed flat for sale,51.515247,-0.16058,89.0,2,2,1,2021-10-07T19:09:54,975000.0,0,0,1,Marble Arch,266,99,"[9, 1, 1, 6]"
307,307,Westminster,2021-10-07,Savills - Westminster,0,"Rosscourt Mansions, 4 Palace Street, London SW1E",0,0,pre-owned,1100000.0,flat,0,leasehold,2 bed flat for sale,51.499008,-0.142994,86.0,2,2,1,2021-10-07T18:36:42,1100000.0,0,0,0,Victoria,262,62,"[6, 3, 5, 2]"
308,308,Westminster,2021-10-07,Chancellors - St John's Wood,0,"Wellington Court, St Johns Wood NW8",0,0,pre-owned,999950.0,flat,0,leasehold,2 bed flat for sale,51.533,-0.173,70.0,2,1,1,2021-10-07T17:45:12,999950.0,0,0,0,St. John's Wood,162,17,"[11, 2, 0, 1]"
309,309,Westminster,2021-10-07,Londonwide Estates,0,"Warrington Gardens, Little Venice W9",0,0,pre-owned,1195000.0,flat,0,Other,2 bed flat for sale,51.524027,-0.185036,79.0,2,2,0,2021-10-07T16:20:21,1195000.0,1,1,1,Warwick Avenue,135,25,"[10, 2, 5, 0]"
310,310,Westminster,2021-10-07,Daniel Daggers Real Estate,0,"Randolph Avenue, Little Venice W9",0,0,pre-owned,3495000.0,maisonette,0,freehold,3 bed maisonette for sale,51.526021,-0.180848,224.0,3,3,4,2021-10-07T14:53:28,3495000.0,0,0,1,Warwick Avenue,296,35,"[4, 1, 3, 0]"
311,311,Westminster,2021-10-07,Chestertons - Little Venice,0,"Bristol Mews, Little Venice, London W9",0,0,pre-owned,1725000.0,mews,0,freehold,3 bed mews house for sale,51.523342,-0.185567,127.0,3,3,1,2021-10-07T14:41:37,1725000.0,0,0,0,Warwick Avenue,243,31,"[11, 2, 4, 0]"
312,312,Westminster,2021-10-07,Fraser & Co - Baker Street,0,"Berkeley Court, London NW1",0,0,pre-owned,2100000.0,flat,0,leasehold,3 bed flat for sale,51.522334,-0.158266,118.0,3,3,2,2021-10-07T11:23:44,2100000.0,0,0,1,Baker Street,172,96,"[18, 5, 4, 2]"
313,313,Westminster,2021-10-07,Chestertons - Hyde Park,0,"Porchester Place, Hyde Park, London W2",0,0,pre-owned,895000.0,flat,0,leasehold,2 bed flat for sale,51.515294,-0.166473,75.0,2,1,1,2021-10-07T10:48:17,895000.0,0,1,1,Edgware Road (B),485,87,"[12, 1, 1, 6]"
314,314,Westminster,2021-10-07,Rigby and Marchant,0,"Westbourne Gardens, London W2",0,0,pre-owned,1650000.0,flat,0,Other,2 bed flat for sale,51.517784,-0.189365,102.0,2,2,1,2021-10-07T09:30:37,1650000.0,1,0,1,Royal Oak,111,58,"[13, 4, 3, 6]"
315,315,Westminster,2021-10-07,RE/MAX Property Group,1,"Millbank Residences, Westminster, London SW1P",0,0,new,1700000.0,flat,0,leasehold,1 bed flat for sale,51.495583,-0.126134,86.0,1,2,1,2021-10-07T07:40:44,1700000.0,1,1,1,Westminster,495,22,"[11, 3, 1, 0]"
316,316,Westminster,2021-10-07,Foxtons - Marylebone & Mayfair,0,"Bryanston Square, Marylebone, London W1H",0,0,pre-owned,2150000.0,flat,0,Other,2 bed flat for sale,51.51689,-0.160275,101.0,2,1,1,2021-10-07T00:10:46,2150000.0,0,0,1,Marble Arch,362,127,"[13, 2, 2, 6]"
317,317,Westminster,2021-10-07,Foxtons - Maida Vale,0,"Ashmore Road, Maida Hill, London W9",0,0,pre-owned,450000.0,flat,0,Other,1 bed flat for sale,51.531551,-0.203538,35.0,1,1,1,2021-10-07T00:10:46,450000.0,0,0,0,Queen's Park,245,10,"[12, 4, 1, 1]"
318,318,Westminster,2021-10-06,Hamptons - Hyde Park & Bayswater Sales,0,"Queens Gardens, Bayswater, London W2",0,0,pre-owned,1650000.0,flat,0,leasehold,2 bed flat for sale,51.513513,-0.181,121.0,2,2,1,2021-10-06T21:22:21,1650000.0,0,0,1,Lancaster Gate,363,74,"[4, 4, 0, 4]"
319,319,Westminster,2021-10-06,Behr and Butchoff,0,"Townshend Road, St John's Wood, London NW8",0,0,pre-owned,4350000.0,detached,0,freehold,5 bed detached house for sale,51.5365,-0.167179,232.0,5,3,2,2021-10-06T19:53:03,4350000.0,0,0,1,St. John's Wood,523,14,"[5, 1, 0, 1]"
320,320,Westminster,2021-10-06,Domus Nova,0,"Linden Gardens, Notting Hill W2",0,0,pre-owned,750000.0,,0,Other,1 bed property for sale,51.510025,-0.193741,45.0,1,1,1,2021-10-06T16:48:51,750000.0,0,0,1,Notting Hill Gate,220,83,"[15, 2, 3, 3]"
321,321,Westminster,2021-10-06,Knight Frank - Hyde Park Sales,0,"Lancaster Gate, London W2",0,0,pre-owned,3750000.0,flat,0,Other,3 bed flat for sale,51.5125,-0.181,187.0,3,3,1,2021-10-06T16:08:59,3750000.0,1,0,1,Lancaster Gate,334,73,"[4, 4, 0, 4]"
322,322,Westminster,2021-10-06,Hamptons - Pimwest Sales,0,"St. Georges Square, London SW1V",0,0,pre-owned,1350000.0,flat,0,share_of_freehold,2 bed flat for sale,51.48652,-0.135137,121.0,2,2,1,2021-10-06T15:38:42,1350000.0,0,0,1,Pimlico,436,21,"[10, 0, 0, 3]"
