,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
800,800,Westminster,2021-09-06,Behr and Butchoff,0,"Dicksee House, Lyons Place NW8",0,0,pre-owned,370000.0,flat,0,leasehold,1 bed flat for sale,51.52438,-0.174787,56.0,1,1,1,2021-09-06T13:29:24,370000.0,0,0,0,Edgware Road (C),489,28,"[9, 0, 3, 2]"
801,801,Westminster,2021-09-06,Savills - Marylebone & Fitzrovia,0,"Bilton Towers, Great Cumberland Place, Marylebone, London W1H",0,0,pre-owned,1495000.0,flat,0,leasehold,2 bed flat for sale,51.514706,-0.15991,91.0,2,2,1,2021-09-06T13:03:50,1595000.0,1,0,0,Marble Arch,155,89,"[9, 1, 1, 6]"
802,802,Westminster,2021-09-06,Hogarth Estates,0,"Denbigh Street, London SW1V",0,0,pre-owned,625000.0,flat,0,leasehold,1 bed flat for sale,51.491616,-0.139496,59.0,1,1,1,2021-09-06T13:03:48,625000.0,0,0,0,Pimlico,564,66,"[14, 5, 3, 5]"
803,803,Westminster,2021-09-06,Knight Frank - Hyde Park Sales,0,"Gloucester Square, Hyde Park, London W2",0,0,pre-owned,6000000.0,terraced,0,Other,7 bed terraced house for sale,51.5141,-0.171652,411.0,7,4,4,2021-09-06T12:11:17,6000000.0,1,1,0,Paddington,319,75,"[6, 1, 0, 2]"
804,804,Westminster,2021-09-06,The Agents Network,1,"Westbourne Park Road, Westbourne Park, Notting Hill W2",0,0,pre-owned,1650000.0,flat,0,Other,3 bed flat for sale,51.518798,-0.197019,144.0,3,2,1,2021-09-06T12:09:53,1500000.0,1,1,1,Westbourne Park,276,44,"[15, 6, 0, 3]"
805,805,Westminster,2021-09-06,Chancellors - St John's Wood,0,"Circus Lodge, St Johns Wood NW8",0,0,pre-owned,850000.0,flat,0,share_of_freehold,2 bed flat for sale,51.530983,-0.175226,81.0,2,2,1,2021-09-06T11:13:25,895000.0,0,0,1,St. John's Wood,350,17,"[8, 3, 2, 1]"
806,806,Westminster,2021-09-06,Knight Frank - St John's Wood Sales,0,"Grove End Road, London NW8",0,0,pre-owned,825000.0,flat,0,Other,2 bed flat for sale,51.53036,-0.175679,62.0,2,1,0,2021-09-06T09:57:46,825000.0,0,1,0,St. John's Wood,419,13,"[8, 3, 2, 1]"
807,807,Westminster,2021-09-06,JOHNS&CO - Nine Elms,1,"Chantrey House, Eccleston Street, London, UK SW1W",0,0,new,2450000.0,flat,0,Other,3 bed flat for sale,51.494425,-0.1472,138.0,3,1,1,2021-09-06T09:32:24,2450000.0,0,1,0,Victoria,257,89,"[8, 5, 4, 3]"
808,808,Westminster,2021-09-05,Liv International,0,"Lancaster Gate, Hyde Park W2",0,0,pre-owned,22999999.0,terraced,0,Other,60 bed terraced house for sale,51.512017,-0.178748,2323.0,60,60,20,2021-09-05T09:25:10,23000000.0,0,0,0,Lancaster Gate,194,39,"[2, 4, 0, 0]"
809,809,Westminster,2021-09-05,Liv International,0,"Lancaster Gate, Hyde Park W2",0,0,pre-owned,23000000.0,terraced,0,Other,60 bed terraced house for sale,51.512068,-0.178188,2323.0,60,60,20,2021-09-05T09:24:39,23000001.0,0,0,0,Lancaster Gate,169,43,"[2, 3, 0, 0]"
