,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
1800,1800,Westminster,2021-05-04,Mansion London Limited,0,"Centre Point, Soho, London WC1A",0,0,pre-owned,7375000.0,flat,0,Other,3 bed flat for sale,51.5172027234043,-0.126447361702128,198.0,3,3,1,2021-05-04,7375000.0,0,1,1,Tottenham Court Road,265,303,"[45, 8, 22, 6]"
1801,1801,Westminster,2021-05-04,Savills - Westminster,0,"Artillery Mansions, Victoria Street, London SW1H",0,0,pre-owned,1490000.0,flat,0,share_of_freehold,2 bed flat for sale,51.496815,-0.134555,113.0,2,2,1,2021-05-04T12:50:56,1490000.0,0,1,0,St. James's Park,410,74,"[14, 3, 4, 1]"
1802,1802,Westminster,2021-05-04,AMM Properties,0,"Bell Street, London NW1",0,0,pre-owned,525000.0,flat,0,leasehold,2 bed flat for sale,51.521504,-0.167954,52.0,2,1,1,2021-05-04T11:19:51,525000.0,0,1,0,Chesham,219,71,"[23, 4, 1, 4]"
1803,1803,Westminster,2021-05-04,Foxtons - Pimlico & Westminster,0,"Erasmus Street, Westminster, London SW1P",0,0,pre-owned,715000.0,flat,0,Other,2 bed flat for sale,51.491654,-0.130409,75.0,2,1,1,2021-05-04T10:19:28,715000.0,0,0,0,Pimlico,413,25,"[16, 4, 2, 2]"
1804,1804,Westminster,2021-05-04,Daniel Cobb - Kennington,0,"Lawrence House, Cureton Street SW1P",0,0,pre-owned,500000.0,flat,0,Other,1 bed flat for sale,51.490505,-0.129784,41.0,1,1,1,2021-05-04T08:20:17,525000.0,0,0,0,Pimlico,389,20,"[15, 4, 3, 1]"
1805,1805,Westminster,2021-05-03,DRE Residential,0,"Westmark Tower, West End Gate, Marylebone W2",0,0,pre-owned,870000.0,flat,0,leasehold,1 bed flat for sale,51.52071,-0.17309,50.0,1,1,1,2021-05-03T19:43:05,870000.0,1,0,0,Edgware Road (C),241,64,"[15, 1, 1, 4]"
1806,1806,Westminster,2021-05-03,DRE Residential,0,"Asquith House, West End Gate, Marylebone W2",0,0,pre-owned,670000.0,studio,0,leasehold,Studio for sale,51.52071,-0.17309,37.0,0,1,1,2021-05-03T18:03:35,670000.0,1,0,0,Edgware Road (C),241,64,"[15, 1, 1, 4]"
1807,1807,Westminster,2021-05-03,"Doorsteps.co.uk, National",1,"Lancaster Gate, London W2",0,0,pre-owned,1595000.0,flat,0,Other,2 bed flat for sale,51.512135,-0.180696,93.0,2,2,1,2021-05-03T12:28:55,1595000.0,1,0,1,Lancaster Gate,321,72,"[4, 4, 0, 4]"
1808,1808,Westminster,2021-05-03,Stroud and Fuller Property,0,"Ossington Street, Notting Hill W2",0,0,pre-owned,2350000.0,terraced,0,freehold,4 bed terraced house for sale,51.510467,-0.19254,153.0,4,2,1,2021-05-03T11:44:58,2350000.0,1,0,0,Notting Hill Gate,284,85,"[14, 2, 3, 4]"
1809,1809,Westminster,2021-05-03,RE/MAX Property Group,1,"St Georges Square, Pimlico SW1V",0,0,pre-owned,800000.0,flat,0,leasehold,1 bed flat for sale,51.48602,-0.13488,62.0,1,1,1,2021-05-03T08:03:53,800000.0,0,0,0,Pimlico,479,19,"[10, 0, 0, 3]"
1810,1810,Westminster,2021-05-02,"Park Lord, London",0,"Seymour Place, London W1H",0,0,pre-owned,2250000.0,maisonette,0,leasehold,4 bed maisonette for sale,51.519781,-0.163564,147.0,4,3,1,2021-05-02T06:16:59,2250000.0,1,0,0,Chesham,310,88,"[14, 3, 2, 3]"
1811,1811,Westminster,2021-05-01,"Doorsteps.co.uk, National",0,"Cascades Court, Vista, Chelsea Bridge SW11",0,0,pre-owned,725000.0,flat,0,Other,1 bed flat for sale,51.48048,-0.148374,51.0,1,1,1,2021-05-01T17:33:49,749999.0,1,0,0,Sloane Square,1201,13,"[3, 0, 2, 3]"
1812,1812,Westminster,2021-05-01,Fraser Bond,0,"Woods House Gatliff Road, London SW1W",0,0,pre-owned,525000.0,flat,0,leasehold,1 bed flat for sale,51.487247,-0.148168,46.0,1,1,1,2021-05-01T14:24:53,525000.0,0,1,1,Sloane Square,833,23,"[5, 2, 2, 0]"
1813,1813,Westminster,2021-04-30,Berkshire Hathaway HomeServices Kay & Co,1,"Bickenhall Street, London W1U",0,0,pre-owned,3850000.0,flat,0,share_of_freehold,3 bed flat for sale,51.521453,-0.159245,353.0,3,2,2,2021-04-30T20:19:39,3850000.0,1,0,0,Baker Street,219,96,"[22, 4, 2, 3]"
1814,1814,Westminster,2021-04-30,Hamptons - Hyde Park & Bayswater Sales,0,"Star Street, London W2",0,0,pre-owned,825000.0,flat,0,leasehold,2 bed flat for sale,51.518164,-0.168852,67.0,2,1,1,2021-04-30T19:50:04,825000.0,1,0,1,Edgware Road (B),206,101,"[15, 4, 1, 6]"
