,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
1100,1100,Westminster,2021-08-03,Kinleigh Folkard & Hayward - St John's Wood Sales,1,"Cunningham Place, London NW8",0,0,pre-owned,525000.0,flat,0,Other,3 bed flat for sale,51.52628,-0.174912,73.0,3,1,0,2021-08-03T17:11:14,600000.0,0,0,0,Edgware Road (C),670,25,"[8, 0, 3, 2]"
1101,1101,Westminster,2021-08-03,Winkworth - St Johns Wood,0,"Bentinck Close, St John's Wood NW8",0,0,pre-owned,1950000.0,flat,0,Other,3 bed flat for sale,51.533723,-0.166015,143.0,3,2,2,2021-08-03T16:03:29,2395000.0,0,1,1,St. John's Wood,699,15,"[6, 0, 0, 1]"
1102,1102,Westminster,2021-08-03,Knight Frank - Marylebone Sales,0,"Great Cumberland Place, London W1H",0,0,pre-owned,1200000.0,flat,0,Other,3 bed flat for sale,51.515018,-0.159724,88.0,3,1,1,2021-08-03T15:42:48,1200000.0,0,0,0,Marble Arch,178,94,"[10, 1, 1, 6]"
1103,1103,Westminster,2021-08-03,Charmill Residential,0,"Goldney Road, London W9",0,0,pre-owned,525000.0,flat,0,Other,1 bed flat for sale,51.524478,-0.196655,53.0,1,1,1,2021-08-03T14:51:19,525000.0,0,0,1,Westbourne Park,514,23,"[15, 6, 1, 1]"
1104,1104,Westminster,2021-08-03,Arbitrage Group,0,"York Building, Covent Garden WC2N",0,0,pre-owned,1850000.0,flat,0,leasehold,2 bed flat for sale,51.508769,-0.122941,69.0,2,2,1,2021-08-03T14:23:04,1800000.0,0,0,0,Embankment,145,266,"[4, 0, 32, 2]"
1105,1105,Westminster,2021-08-03,The Modern House,0,"Randolph Crescent, London W9",0,0,pre-owned,1500000.0,flat,0,share_of_freehold,2 bed flat for sale,51.525508,-0.181993,85.0,2,1,0,2021-08-03T13:43:33,1500000.0,1,0,1,Warwick Avenue,351,27,"[6, 1, 4, 0]"
1106,1106,Westminster,2021-08-03,Knight Frank - Mayfair Sales,1,"Hanover Street, Mayfair London, London W1S",0,0,new,2250000.0,flat,0,Other,2 bed flat for sale,51.5138,-0.142855,78.0,2,2,1,2021-08-03T11:46:01,2250000.0,1,0,1,Oxford Circus,287,240,"[10, 7, 4, 4]"
1107,1107,Westminster,2021-08-03,Chestertons - Notting Hill,0,"Westbourne Gardens, London W2",0,0,pre-owned,800000.0,flat,0,leasehold,1 bed flat for sale,51.517142,-0.191118,62.0,1,1,1,2021-08-03T11:05:51,800000.0,0,0,1,Royal Oak,219,65,"[16, 4, 2, 6]"
1108,1108,Westminster,2021-08-03,Garton Jones - Westminster & Victoria,1,"Millbank, Westminster, London SW1P",0,0,pre-owned,725000.0,flat,0,Other,2 bed flat for sale,51.48917,-0.129303,70.0,2,2,1,2021-08-03T09:29:30,725000.0,0,1,1,Pimlico,369,20,"[13, 2, 1, 1]"
1109,1109,Westminster,2021-08-03,Invest&Co,1,"Millbank Quarter, Westminster SW1P",0,0,new,2080000.0,flat,0,Other,2 bed flat for sale,51.494899,-0.12721,113.0,2,2,1,2021-08-03T07:05:20,2100000.0,1,0,1,Westminster,621,27,"[14, 5, 2, 1]"
